index,CID,SMILES,mHash,mHashGeneric
13142,MAT-POS-9ff17035-3,O=C(Cc1cc(Cl)cc(Oc2cccnc2)c1)Nc1cncc2ccccc12,c1cncc(Oc2cccc(CCNc3cncc4ccccc34)c2)c1,C1CCC(CC2CCCC(CCCC3CCCC4CCCCC43)C2)CC1
13143,MAD-UNK-b1ea4171-1,Cn1ccc(CN(C(=O)Cn2nnc3ccccc32)c2ccc(-c3ccccc3)cc2)c1,c1ccc(-c2ccc(N(CCn3nnc4ccccc43)Cc3cc[nH]c3)cc2)cc1,C1CCC(C2CCC(C(CCC3CCC4CCCCC43)CC3CCCC3)CC2)CC1
13144,MAD-UNK-61a3d09b-1,Cc1ccc(C(=O)N/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NCCCN(C)C)cc1,C(=C\c1ccc(-c2ccccc2)o1)\NCc1ccccc1,C1CCC(CCCCC2CCC(C3CCCCC3)C2)CC1
13145,MAD-UNK-235e8878-1,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,C1=C(CNCc2ccccc2)CC=C2CN3C4CCC(C4)OC3CN12,C1CCC(CCCC2CCC3CC4C5CCC(C5)CC4CC3C2)CC1
13146,MAD-UNK-d7ec037c-1,O=C(/C=C/c1ccc(F)cc1)N[C@H](COC(=O)c1ccccc1)C(=O)NC1CCCCC1,C(=C/c1ccccc1)\CNC(CNC1CCCCC1)COCc1ccccc1,C1CCC(CCCC(CCCCC2CCCCC2)CCC2CCCCC2)CC1
13147,MAD-UNK-d7ec037c-2,O=C(NCc1c(F)cc(F)cc1F)[C@H]1CN2C[C@H]3O[C@@H]4CC[C@@H](C4)N3C(=O)[C@H]2[C@H](O)C1=O,c1ccc(CNCC2CCC3CN4C5CCC(C5)OC4CN3C2)cc1,C1CCC(CCCC2CCC3CC4C5CCC(C5)CC4CC3C2)CC1
13148,MAD-UNK-d7ec037c-3,O=C(/C=C/c1ccc(F)cc1)N[C@@H](COC(=O)c1ccccc1)C(=O)NC1CCCCC1,C(=C/c1ccccc1)\CNC(CNC1CCCCC1)COCc1ccccc1,C1CCC(CCCC(CCCCC2CCCCC2)CCC2CCCCC2)CC1
13149,MAD-UNK-bd007bb4-1,O=C(NCc1c(F)cc(F)cc1F)[C@H]1CN2C[C@H]3O[C@@H]4CC[C@@H](C4)N3C(=O)[C@H]2[C@H](O)C1=O,c1ccc(CNCC2CCC3CN4C5CCC(C5)OC4CN3C2)cc1,C1CCC(CCCC2CCC3CC4C5CCC(C5)CC4CC3C2)CC1
13150,MAD-UNK-4169353f-1,O=C(/C=C/c1ccc(F)cc1)N[C@H](COC(=O)c1ccccc1)C(=O)NC1CCCCC1,C(=C/c1ccccc1)\CNC(CNC1CCCCC1)COCc1ccccc1,C1CCC(CCCC(CCCCC2CCCCC2)CCC2CCCCC2)CC1
13151,MAD-UNK-3bd48932-1,O=C(/C=C/c1ccc(F)cc1)N[C@@H](COC(=O)c1ccccc1)C(=O)NC1CCCCC1,C(=C/c1ccccc1)\CNC(CNC1CCCCC1)COCc1ccccc1,C1CCC(CCCC(CCCCC2CCCCC2)CCC2CCCCC2)CC1
13152,MAR-LAB-efb042c5-1,Cc1ccc(C2CC(c3ccccc3)=NN2C(=O)CCl)cc1,c1ccc(C2=NNC(c3ccccc3)C2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
13153,MAR-LAB-efb042c5-2,CC(=O)Nc1ccc(N(C(=O)CCl)C(C(=O)NC2CCCCC2)c2ccccc2)cc1,c1ccc(NC(CNC2CCCCC2)c2ccccc2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
13154,MAR-LAB-efb042c5-3,COc1cc(C2CC(c3ccc(OC)c(OC)c3)=NN2C(=O)CCl)ccc1O,c1ccc(C2=NNC(c3ccccc3)C2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
13155,MAR-LAB-efb042c5-4,CN(C)c1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1,c1ccc(C2CC(c3ccc[s]3)=NN2)cc1,C1CCC(C2CCC(C3CCCC3)C2)CC1
13156,MAR-LAB-efb042c5-5,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,c1ccc(SN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
13157,MAR-LAB-efb042c5-6,O=C(O)c1ccc(N(Cc2ccccc2)C(=O)CCl)cc1,c1ccc(CNc2ccccc2)cc1,C1CCC(CCC2CCCCC2)CC1
13158,MIC-UNK-8373f97b-1,NC(=O)NC1(CC(=O)Nc2cccc(Cl)c2)C(=O)Nc2ccccc21,c1ccc(NCCC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13159,MIC-UNK-8373f97b-2,NC(=O)CC1(NC(=O)Cc2cccc(Cl)c2)C(=O)Nc2ccccc21,c1ccc(CCNC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13160,MIC-UNK-8373f97b-3,C[S+]([O-])CC1(CC(=O)Nc2cccc(Cl)c2)C(=O)Nc2ccccc21,c1ccc(NCCC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13161,MIC-UNK-8373f97b-4,O=C(Cc1cccc(Cl)c1)NC1C(=O)NC2CCCCC21,c1ccc(CCNC2CNC3CCCCC32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13162,MIC-UNK-8373f97b-5,O=C(Cc1cccc(Cl)c1)NC1C(=O)NC2CCCC21,c1ccc(CCNC2CNC3CCCC32)cc1,C1CCC(CCCC2CCC3CCCC23)CC1
13163,MIC-UNK-10ba69b4-1,O=C(CC1(CC(=O)NC2CC2)C(=O)Nc2ccccc21)Nc1cccc(Cl)c1,c1ccc(NCCC2(CCNC3CC3)CNc3ccccc32)cc1,C1CCC(CCCC2(CCCC3CC3)CCC3CCCCC32)CC1
13164,MIC-UNK-10ba69b4-2,CCNC(=O)CC1(CC(=O)Nc2cccc(Cl)c2)C(=O)Nc2ccccc21,c1ccc(NCCC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13165,MIC-UNK-10ba69b4-3,CC(C)NC(=O)CC1(CC(=O)Nc2cccc(Cl)c2)C(=O)Nc2ccccc21,c1ccc(NCCC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13166,MIC-UNK-d36ab305-1,CC(=O)Nc1ccc(C(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(C(CNc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13167,MIC-UNK-d36ab305-2,CC(=O)Nc1ccc(N(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(N(CNc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13168,MIC-UNK-d36ab305-3,CC(=O)Nc1ccc(N(C(=O)Cc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(N(CCc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13169,MIC-UNK-d36ab305-4,CN(C)c1ccc(C(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(C(CNc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13170,MIC-UNK-d36ab305-5,CN(C)c1ccc(N(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(N(CNc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13171,MIC-UNK-d36ab305-6,CN(C)c1ccc(N(C(=O)Cc2cncc3ccccc23)c2cccc(Cl)c2)cc1,c1ccc(N(CCc2cncc3ccccc23)c2ccccc2)cc1,C1CCC(C(CCC2CCCC3CCCCC32)C2CCCCC2)CC1
13172,COM-UCB-1ef4e90e-1,Cc1ccc(NC(=O)c2cccc3ncccc23)c2cccnc12,c1cc(CNc2cccc3ncccc23)c2cccnc2c1,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
13173,COM-UCB-1ef4e90e-2,Cc1nn(Cc2ccccc2)c2ncc(NC(=O)c3ccc4c(c3)C(=O)NC4=O)cc12,c1ccc(Cn2ncc3cc(NCc4ccc5c(c4)CNC5)cnc32)cc1,C1CCC(CC2CCC3CC(CCC4CCC5CCCC5C4)CCC23)CC1
13174,COM-UCB-1ef4e90e-3,O=C1CCCCC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)N1,c1ccc2[nH]c(-c3ccc(NCC4CCCCCN4)cc3)nc2c1,C1CCCC(CCC2CCC(C3CC4CCCCC4C3)CC2)CC1
13175,COM-UCB-1ef4e90e-4,O=C(Nc1ccc2[nH]c(-c3ccccn3)nc2c1)c1ccc2c(c1)C(=O)NC2=O,c1ccc(-c2nc3cc(NCc4ccc5c(c4)CNC5)ccc3[nH]2)nc1,C1CCC(C2CC3CCC(CCC4CCC5CCCC5C4)CC3C2)CC1
13176,COM-UCB-1ef4e90e-5,Cc1ncc(-c2ccc(NC(=O)C3CCCCC(=O)N3)cc2)o1,c1ncc(-c2ccc(NCC3CCCCCN3)cc2)o1,C1CCCC(CCC2CCC(C3CCCC3)CC2)CC1
13177,COM-UCB-1ef4e90e-6,O=C(Nc1ccc2c(c1)CCN2Cc1ccccc1)c1ccc2c(c1)C(=O)NC2=O,c1ccc(CN2CCc3cc(NCc4ccc5c(c4)CNC5)ccc32)cc1,C1CCC(CC2CCC3CC(CCC4CCC5CCCC5C4)CCC23)CC1
13178,COM-UCB-1ef4e90e-7,O=C(CC1NC(=O)c2ccccc21)NCc1ccc(C(=O)NC2CC2)cc1,c1ccc2c(c1)CNC2CCNCc1ccc(CNC2CC2)cc1,C(CCC1CCC2CCCCC12)CC1CCC(CCC2CC2)CC1
13179,COM-UCB-1ef4e90e-8,CC(CNC(=O)CC1NC(=O)c2ccccc21)NC(=O)CCCC1CC1,c1ccc2c(c1)CNC2CCNCCNCCCCC1CC1,C(CCCCCC1CCC2CCCCC12)CCCCC1CC1
13180,COM-UCB-1ef4e90e-9,c1nc(N2CCC(Cc3nc(C4CCCCC4)no3)CC2)c2cc[nH]c2n1,c1nc(N2CCC(Cc3nc(C4CCCCC4)no3)CC2)c2cc[nH]c2n1,C1CCC(C2CCC(CC3CCC(C4CCCC5CCCC54)CC3)C2)CC1
13181,COM-UCB-1ef4e90e-10,Cn1c(-c2ccc(NC(=O)C3CCCCC(=O)N3)cc2)nc2ccccc21,c1ccc2[nH]c(-c3ccc(NCC4CCCCCN4)cc3)nc2c1,C1CCCC(CCC2CCC(C3CC4CCCCC4C3)CC2)CC1
13182,COM-UCB-1ef4e90e-11,CN(CC(=O)N1CCCC1c1ccccc1)c1ncnc2[nH]cnc12,c1ccc(C2CCCN2CCNc2ncnc3[nH]cnc23)cc1,C1CCC(C2CCCC2CCCC2CCCC3CCCC23)CC1
13183,COM-UCB-1ef4e90e-12,Cc1[nH]c2ncnc(NC(=O)Cc3noc4ccccc34)c2c1C,c1ccc2c(CCNc3ncnc4[nH]ccc34)noc2c1,C1CC(CCCC2CCC3CCCCC32)C2CCCC2C1
13184,COM-UCB-1ef4e90e-13,CC(OC(=O)c1nc(C2CC2)n2ccccc12)C(=O)Nc1ncnc2[nH]cnc12,c1ccn2c(C3CC3)nc(COCCNc3ncnc4[nH]cnc34)c2c1,C(CCC1CCCC2CCCC12)CCC1CC(C2CC2)C2CCCCC12
13185,COM-UCB-1ef4e90e-14,Cc1ccc(C(=O)NC(C)CNC(=O)CC2NC(=O)c3ccccc32)o1,c1coc(CNCCNCCC2NCc3ccccc32)c1,C(CCCC1CCCC1)CCCC1CCC2CCCCC12
13186,COM-UCB-1ef4e90e-15,Cc1ccc(C2=NOC(CNC(=O)CC3NC(=O)c4ccccc43)C2)cc1C,c1ccc(C2=NOC(CNCCC3NCc4ccccc43)C2)cc1,C1CCC(C2CCC(CCCCC3CCC4CCCCC34)C2)CC1
13187,COM-UCB-1ef4e90e-16,O=C(Nc1c(Cl)ccc2ncccc12)c1c[nH]c2ncncc12,c1cc(NCc2c[nH]c3ncncc23)c2cccnc2c1,C1CCC2C(C1)CCCC2CCC1CCC2CCCCC21
13188,COM-UCB-1ef4e90e-17,CC(C(=O)Nc1ncnc2[nH]cnc12)n1cnc2c1c(=O)n(C)c(=O)n2C,c1nc(NCCn2cnc3c2CNCN3)c2nc[nH]c2n1,C1CC(CCCC2CCC3CCCCC32)C2CCCC2C1
13189,COM-UCB-1ef4e90e-18,O=C(NC1CCN(c2ccc(Cl)cc2)C1)C1Cc2cncn2C(=O)N1,c1ccc(N2CCC(NCC3Cc4cncn4CN3)C2)cc1,C1CCC(C2CCC(CCC3CCC4CCCC4C3)C2)CC1
13190,COM-UCB-1ef4e90e-19,Cc1nn(C)c(C)c1C1CCCN1C(=O)c1c[nH]c2ncccc12,c1cnc2[nH]cc(CN3CCCC3c3cn[nH]c3)c2c1,C1CCC(C2CCCC2CC2CCC3CCCCC32)C1
13191,COM-UCB-1ef4e90e-20,Cc1c(NC(=O)c2ccc(Cc3ccccc3)cn2)c[nH]c2nccc1-2,c1ccc(Cc2ccc(CNc3c[nH]c4nccc-4c3)nc2)cc1,C1CCC(CC2CCC(CCC3CCC4CCCC4C3)CC2)CC1
13192,COM-UCB-1ef4e90e-21,Cc1nc2ccc(NC(=O)c3cc[nH]c(=O)c3)cn2n1,C1=CC(CNc2ccc3ncnn3c2)=CCN1,C1CCC(CCC2CCC3CCCC3C2)CC1
13193,COM-UCB-1ef4e90e-22,O=C(c1c[nH]c(-c2ccccc2)n1)N1CC(Nc2ncnc3[nH]ccc23)C1,c1ccc(-c2nc(CN3CC(Nc4ncnc5[nH]ccc45)C3)c[nH]2)cc1,C1CCC(C2CCC(CC3CC(CC4CCCC5CCCC54)C3)C2)CC1
13194,COM-UCB-1ef4e90e-23,O=C1CCCN1c1cccc(-c2noc(-c3ccnc4[nH]ccc34)n2)c1,c1cc(-c2noc(-c3ccnc4[nH]ccc34)n2)cc(N2CCCC2)c1,C1CCC(C2CCCC(C3CCC(C4CCCC5CCCC54)C3)C2)C1
13195,VLA-UCB-1dbca3b4-1,O=C(Cc1cccc(Cl)c1)NC1C(=O)Nc2ccccc21,c1ccc(CCNC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13196,VLA-UCB-1dbca3b4-2,O=C(Cc1cccc(Cl)c1)Cn1c(=O)[nH]c2ccccc21,c1ccc(CCCN2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13197,VLA-UCB-1dbca3b4-3,O=C1CN(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(N2CCN(c3cncc4ccccc34)C2)cc1,C1CCC(C2CCC(C3CCCC4CCCCC43)C2)CC1
13198,VLA-UCB-1dbca3b4-4,Cc1ccncc1N1C(=O)CC(c2cccc(Cl)c2)C1=O,c1ccc(C2CCN(c3cccnc3)C2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
13199,VLA-UCB-1dbca3b4-5,O=C1CC(c2cccc(Cl)c2)C(=O)C1n1c(=O)[nH]c2ccccc21,c1ccc(C2CCC(N3CNc4ccccc43)C2)cc1,C1CCC(C2CCC(C3CCC4CCCCC43)C2)CC1
13200,VLA-UCB-1dbca3b4-6,O=C1CC(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(C2CCN(c3cncc4ccccc34)C2)cc1,C1CCC(C2CCC(C3CCCC4CCCCC43)C2)CC1
13201,VLA-UCB-1dbca3b4-7,O=C1Nc2ccccc2C1N1C(=O)CC(c2cccc(Cl)c2)C1=O,c1ccc(C2CCN(C3CNc4ccccc43)C2)cc1,C1CCC(C2CCC(C3CCC4CCCCC43)C2)CC1
13202,VLA-UCB-1dbca3b4-8,O=C1CC(c2cccc(Cl)c2)C(=O)N1c1cccc2[nH]ncc12,c1ccc(C2CCN(c3cccc4[nH]ncc34)C2)cc1,C1CCC(C2CCC(C3CCCC4CCCC43)C2)CC1
13203,VLA-UCB-1dbca3b4-9,O=C1CN(c2cccc(Cl)c2)C(=O)N1c1cccc2[nH]ncc12,c1ccc(N2CCN(c3cccc4[nH]ncc34)C2)cc1,C1CCC(C2CCC(C3CCCC4CCCC43)C2)CC1
13204,VLA-UCB-1dbca3b4-10,O=C1CCC(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(C2CCCN(c3cncc4ccccc34)C2)cc1,C1CCC(C2CCCC(C3CCCC4CCCCC43)C2)CC1
13205,VLA-UCB-1dbca3b4-11,O=C1NC(c2cccc(Cl)c2)C(=O)N1c1cccc2[nH]ncc12,c1ccc(C2CN(c3cccc4[nH]ncc34)CN2)cc1,C1CCC(C2CCC(C3CCCC4CCCC43)C2)CC1
13206,VLA-UCB-1dbca3b4-12,O=C1C(c2cccc(Cl)c2)N(CC2CCCCC2)C(=O)N1c1cncc2ccccc12,c1ccc(C2CN(c3cncc4ccccc34)CN2CC2CCCCC2)cc1,C1CCC(CC2CC(C3CCCC4CCCCC43)CC2C2CCCCC2)CC1
13207,VLA-UCB-1dbca3b4-13,O=C1CCN(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(N2CCCN(c3cncc4ccccc34)C2)cc1,C1CCC(C2CCCC(C3CCCC4CCCCC43)C2)CC1
13208,VLA-UCB-1dbca3b4-14,CC1(C(=O)Nc2cncc3ccccc23)C(=O)COc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
13209,VLA-UCB-1dbca3b4-15,O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
13210,VLA-UCB-1dbca3b4-16,O=C1COc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,c1ccc2c(c1)OCCC2CNc1cncc2ccccc12,C1CCC2C(C1)CCCC2CCC1CCCC2CCCCC21
13211,VLA-UCB-1dbca3b4-17,O=C1NC(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(C2CN(c3cncc4ccccc34)CN2)cc1,C1CCC(C2CCC(C3CCCC4CCCCC43)C2)CC1
13212,VLA-UCB-1dbca3b4-18,O=C1NCC(c2cccc(Cl)c2)C(=O)N1c1cncc2ccccc12,c1ccc(C2CNCN(c3cncc4ccccc34)C2)cc1,C1CCC(C2CCCC(C3CCCC4CCCCC43)C2)CC1
13213,MAT-POS-6344a35d-1,COc1cccc(Oc2cc(Cl)cc(NC(=O)Cc3cncc4ccccc34)c2)n1,c1ccc(Oc2cccc(NCCc3cncc4ccccc34)c2)nc1,C1CCC(CC2CCCC(CCCC3CCCC4CCCCC43)C2)CC1
13214,MAT-POS-6da3605a-1,Cc1cc2c(cc1C)C(C(=O)N1CCCCC1c1cn[nH]c1)CO2,c1ccc2c(c1)OCC2CN1CCCCC1c1cn[nH]c1,C1CCC(C2CCCCC2CC2CCC3CCCCC32)C1
13215,MAT-POS-6da3605a-2,OC(Cc1cccc(Cl)c1)Cn1cncn1,c1ccc(CCCn2cncn2)cc1,C1CCC(CCCC2CCCC2)CC1
13216,ALP-POS-90e38439-1,O=C(Cc1cccc(Cl)c1)NC1C(=O)Nc2ccccc21,c1ccc(CCNC2CNc3ccccc32)cc1,C1CCC(CCCC2CCC3CCCCC32)CC1
13217,ALP-POS-90e38439-2,O=C(Cc1cccc(Cl)c1)NC1CCNC1=O,c1ccc(CCNC2CCNC2)cc1,C1CCC(CCCC2CCCC2)CC1
13218,ALP-POS-90e38439-3,O=C1CC(NC(=O)Cc2cccc(Cl)c2)CN1,c1ccc(CCNC2CCNC2)cc1,C1CCC(CCCC2CCCC2)CC1
13219,MAT-POS-bb423b95-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2cnccc12,c1ccc(CCNc2cncc3cnccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13220,MAT-POS-bb423b95-2,O=C(Cc1cccc(Cl)c1)Nc1cncc2cccnc12,c1ccc(CCNc2cncc3cccnc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13221,MAT-POS-bb423b95-3,O=C(Cc1cccc(Cl)c1)Nc1cnccc1-c1ccccc1,c1ccc(CCNc2cnccc2-c2ccccc2)cc1,C1CCC(CCCC2CCCCC2C2CCCCC2)CC1
13222,MAT-POS-bb423b95-4,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C1CC1,c1ccc(CCNc2cnccc2C2CC2)cc1,C1CCC(CCCC2CCCCC2C2CC2)CC1
13223,MAT-POS-bb423b95-5,CC(C)c1ccncc1NC(=O)Cc1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
13224,MAT-POS-bb423b95-6,O=C(Cc1cccc(Cl)c1)Nc1c[nH]c(=O)c2ccccc12,C1=C(NCCc2ccccc2)c2ccccc2CN1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13225,MAT-POS-bb423b95-7,CN(C(=O)Cc1cccc(Cl)c1)c1cncc2ccccc12,c1ccc(CCNc2cncc3ccccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13226,MAT-POS-bb423b95-8,O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(O)ccc12,c1ccc(CCNc2cncc3ccccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13227,MAT-POS-bb423b95-9,O=C(Cc1cccc(Cl)c1)Nc1cncc2c(Cl)cccc12,c1ccc(CCNc2cncc3ccccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13228,MAT-POS-3cc264b0-1,O=C(Cc1cccc(Cl)c1)Nc1nncc2ccccc12,c1ccc(CCNc2nncc3ccccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1
13229,AAR-RCN-98de6bc7-1,N#Cc1ncc(Br)cn1,c1cncnc1,C1CCCCC1
13230,AAR-RCN-28a8122f-1,N#Cc1nccn1CCc1cccc(Cl)c1,c1ccc(CCn2ccnc2)cc1,C1CCC(CCC2CCCC2)CC1
13231,AAR-RCN-8752a6eb-1,Cc1cc(C)nc(C#N)n1,c1cncnc1,C1CCCCC1
13232,AAR-RCN-ec065b93-1,N#Cc1ncc(F)cn1,c1cncnc1,C1CCCCC1
13233,AAR-RCN-934be69e-1,N#Cc1ncc(Cl)cn1,c1cncnc1,C1CCCCC1
13234,AAR-RCN-9c8a34f0-1,COc1cnc(C#N)nc1,c1cncnc1,C1CCCCC1
13235,AAR-RCN-37d0aa00-1,N#Cc1nccc(Cl)n1,c1cncnc1,C1CCCCC1
13236,AAR-RCN-67438d21-1,CC1(C)OB(c2cnc(C#N)nc2)OC1(C)C,c1ncc(B2OCCO2)cn1,C1CCC(C2CCCC2)CC1
13237,AAR-RCN-78cf61f7-1,CC(Cn1ccnc1C#N)c1cccc(Cl)c1,c1ccc(CCn2ccnc2)cc1,C1CCC(CCC2CCCC2)CC1
13238,AAR-RCN-845f9611-1,N#Cc1nccn1CCCc1cccc(Cl)c1,c1ccc(CCCn2ccnc2)cc1,C1CCC(CCCC2CCCC2)CC1
13239,AAR-RCN-521d1733-1,C[n+]1ccn(CCc2cccc(Cl)c2)c1C#N,c1ccc(CCn2cc[nH+]c2)cc1,C1CCC(CCC2CCCC2)CC1
13240,AAR-RCN-dbf5c5ee-1,C[n+]1ccn(CCCc2cccc(Cl)c2)c1C#N,c1ccc(CCCn2cc[nH+]c2)cc1,C1CCC(CCCC2CCCC2)CC1
13241,MAT-POS-1e0c1c67-1,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,c1ccc(C2=NNC3=NCNCC3=N2)cc1,C1CCC(C2CCC3CCCCC3C2)CC1
13242,MAR-TRE-fd17a9b8-1,O=C(Cn1c(=O)[nH]c2ccccc2c1=O)NCCc1c[nH]c2ccc(Cl)cc12,c1ccc2c(c1)CN(CCNCCc1c[nH]c3ccccc13)CN2,C(CCC1CCC2CCCCC2C1)CCC1CCC2CCCCC12
13243,MAR-TRE-fd17a9b8-2,COc1ccc(S(=O)(=O)N2CCC(C(=O)NCC3CCCO3)CC2)cc1OC,c1ccc(SN2CCC(CNCC3CCCO3)CC2)cc1,C1CCC(CC2CCC(CCCC3CCCC3)CC2)CC1
13244,MAR-TRE-fd17a9b8-3,NC(=O)C1CCN(C(=O)c2csc(NCc3ccccc3Cl)n2)CC1,c1ccc(CNc2nc(CN3CCCCC3)c[s]2)cc1,C1CCC(CCC2CCC(CC3CCCCC3)C2)CC1
13245,MAR-TRE-fd17a9b8-4,COc1ccc(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1C(=O)NC(C)C,c1ccc(SN2CCCCC2)cc1,C1CCC(CC2CCCCC2)CC1
13246,MAR-TRE-fd17a9b8-5,O=C(O)C1CCCN1C(=O)CCCn1c(=O)[nH]c2ccccc2c1=O,c1ccc2c(c1)CN(CCCCN1CCCC1)CN2,C1CCC(CCCCC2CCC3CCCCC3C2)C1
13247,MAR-TRE-fd17a9b8-6,NC(=O)C1CCN(C(=O)c2csc(NCc3ccccc3)n2)CC1,c1ccc(CNc2nc(CN3CCCCC3)c[s]2)cc1,C1CCC(CCC2CCC(CC3CCCCC3)C2)CC1
13248,MAR-TRE-fd17a9b8-7,O=C(NCCN1CCOCC1)C(=O)NCc1ccc2c(c1)OCO2,c1cc2c(cc1CNCCNCCN1CCOCC1)OCO2,C(CCCC1CCCCC1)CCCC1CCC2CCCC2C1
13249,MAR-TRE-fd17a9b8-8,COc1ccc(S(=O)(=O)NCC2CCCO2)cc1C(=O)NC(C)C,c1ccc(SNCC2CCCO2)cc1,C1CCC(CCCC2CCCC2)CC1
13250,MAR-TRE-fd17a9b8-9,NC(=O)C1CCCN1C(=O)CCCn1c(=O)[nH]c2ccccc2c1=O,c1ccc2c(c1)CN(CCCCN1CCCC1)CN2,C1CCC(CCCCC2CCC3CCCCC3C2)C1
13251,MAR-TRE-fd17a9b8-10,O=C(Cn1c(=O)[nH]c2ccccc2c1=O)NCCc1c[nH]c2ccccc12,c1ccc2c(c1)CN(CCNCCc1c[nH]c3ccccc13)CN2,C(CCC1CCC2CCCCC2C1)CCC1CCC2CCCCC12
13252,MAR-TRE-fd17a9b8-11,Cc1nnc2ccc(N3CCCC(C(=O)N4CCC(C(N)=O)CC4)C3)nn12,c1cc2nncn2nc1N1CCCC(CN2CCCCC2)C1,C1CCC(CC2CCCC(C3CCC4CCCC4C3)C2)CC1
13253,MAR-TRE-fd17a9b8-12,Cc1nc(SCC(=O)Nc2cccc(O)c2)[nH]c(=O)c1CCO,C1=CN=C(SCCNc2ccccc2)NC1,C1CCC(CCCCC2CCCCC2)CC1
13254,MAR-TRE-fd17a9b8-13,CC(O)CNC(=O)C(=O)NCc1ccc2c(c1)OCO2,c1ccc2c(c1)OCO2,C1CCC2CCCC2C1
13255,MAR-TRE-fd17a9b8-14,Cc1sc2nc(SCC(=O)NCCO)nc(N)c2c1C,c1ncc2cc[s]c2n1,C1CCC2CCCC2C1
13256,MAR-TRE-fd17a9b8-15,NC(=O)c1cc(S(=O)(=O)N2CCC(C(=O)O)CC2)cs1,c1cc(SN2CCCCC2)c[s]1,C1CCC(CC2CCCC2)CC1
