index,CID,SMILES,mHash,mHashGeneric
2504,MAK-UNK-0955449e-11,CNCc1cc(-c2ccccc2F)n(CNC)c1,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2505,MAK-UNK-0955449e-12,CNCc1cc(-c2ccccc2F)n(C(O)c2ccccc2)c1,c1ccc(Cn2cccc2-c2ccccc2)cc1,C1CCC(CC2CCCC2C2CCCCC2)CC1
2506,MAK-UNK-0955449e-13,CNCc1cc(-c2ccccc2F)n(Cc2ccccc2)c1,c1ccc(Cn2cccc2-c2ccccc2)cc1,C1CCC(CC2CCCC2C2CCCCC2)CC1
2507,MAK-UNK-0955449e-14,CNCc1cc(-c2ccccc2F)n(C(C)c2ccccc2)c1,c1ccc(Cn2cccc2-c2ccccc2)cc1,C1CCC(CC2CCCC2C2CCCCC2)CC1
2508,MAK-UNK-0955449e-15,CNCc1cc(-c2ccccc2F)n(C2CCN(C(N)=O)C2)c1,c1ccc(-c2cccn2C2CCNC2)cc1,C1CCC(C2CCCC2C2CCCC2)CC1
2509,MAK-UNK-0955449e-16,CNCc1cc(-c2ccccc2F)n(C(c2ccccc2)c2c[nH]nn2)c1,c1ccc(-c2cccn2C(c2ccccc2)c2c[nH]nn2)cc1,C1CCC(C2CCCC2C(C2CCCCC2)C2CCCC2)CC1
2510,MAK-UNK-0955449e-17,CNCc1cc(-c2ccccc2F)n(COC2CCC(OC=O)CC2)c1,c1ccc(-c2cccn2COC2CCCCC2)cc1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
2511,MAK-UNK-0955449e-19,CNCc1cc(-c2ccccc2F)n(C(=O)NC2CCC(C(=O)O)=CC2OC)c1,C1=CCC(NCn2cccc2-c2ccccc2)CC1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
2512,MAK-UNK-0955449e-20,CC/C=C\Cn1cc(CNC)cc1-c1ccccc1F,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2513,MAK-UNK-0955449e-21,CNCc1cc(-c2ccccc2F)n(CCC2CC2C)c1,c1ccc(-c2cccn2CCC2CC2)cc1,C1CCC(C2CCCC2CCC2CC2)CC1
2514,MAK-UNK-0955449e-22,CCC(=O)OC(C)n1cc(CNC)cc1-c1ccccc1F,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2515,MAK-UNK-0955449e-23,CNCc1cc(-c2ccccc2F)n(CC(C)O)c1,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2516,MAK-UNK-0955449e-24,CCCn1cc(CNC)cc1-c1ccccc1F,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2517,MAK-UNK-0955449e-25,CNCc1cc(-c2ccccc2F)n(CCCNC(=O)c2ccccc2)c1,c1ccc(CNCCCn2cccc2-c2ccccc2)cc1,C1CCC(CCCCCC2CCCC2C2CCCCC2)CC1
2518,MAK-UNK-0955449e-26,CNCc1cc(-c2ccccc2F)n(Cc2ccccc2C)c1,c1ccc(Cn2cccc2-c2ccccc2)cc1,C1CCC(CC2CCCC2C2CCCCC2)CC1
2519,MAK-UNK-0955449e-27,CNCc1cc(-c2ccccc2F)n(Cc2c[nH]c3c(C#N)cnn3c2=O)c1,C1=C(Cn2cccc2-c2ccccc2)Cn2nccc2N1,C1CCC(C2CCCC2CC2CCC3CCCC3C2)CC1
2520,MAK-UNK-0955449e-28,CNCc1cc(-c2ccccc2F)n(C(=O)CCO)c1,c1ccc(-c2ccc[nH]2)cc1,C1CCC(C2CCCC2)CC1
2521,MAK-UNK-0955449e-29,CNCc1cc(-c2ccccc2F)c(S(=O)(=O)c2cccnc2)[nH]1,c1ccc(-c2cc[nH]c2Sc2cccnc2)cc1,C1CCC(CC2CCCC2C2CCCCC2)CC1
2522,MAK-UNK-0955449e-30,CNCc1cc(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)n1-c1cc[nH]n1,c1ccc(-c2c(Sc3cccnc3)ccn2-c2cc[nH]n2)cc1,C1CCC(CC2CCC(C3CCCC3)C2C2CCCCC2)CC1
2523,MAK-UNK-0955449e-31,CNCc1cc(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)n1-c1c(O)cc(C(=O)O)c(O)c1I,c1ccc(-c2c(Sc3cccnc3)ccn2-c2ccccc2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2C2CCCCC2)CC1
2524,MAK-UNK-0955449e-32,CNCc1cc(-c2ccc(-c3ccccc3)cc2C)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2ccc(-c3cccn3Sc3cccnc3)cc2)cc1,C1CCC(CC2CCCC2C2CCC(C3CCCCC3)CC2)CC1
2525,MAK-UNK-0955449e-33,CNCc1cc(-c2ccc(-c3ccccc3)nc2)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2ccc(-c3cccn3Sc3cccnc3)cn2)cc1,C1CCC(CC2CCCC2C2CCC(C3CCCCC3)CC2)CC1
2526,MAK-UNK-0955449e-34,CNCc1cc(-c2ccc(-c3ccc(-n4cnn(CS(C)(=O)=O)c4=O)cc3)cc2F)n(S(=O)(=O)c2cccnc2)c1,C1=NNCN1c1ccc(-c2ccc(-c3cccn3Sc3cccnc3)cc2)cc1,C1CCC(CC2CCCC2C2CCC(C3CCC(C4CCCC4)CC3)CC2)CC1
2527,MAK-UNK-0955449e-35,CNCc1cc(-c2ccc(CCNC(=O)CNC(=O)c3cnc(C)s3)cc2F)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2ccc(CCNCCNCc3cnc[s]3)cc2)c1,C(CCCC1CCCC1)CCCC1CCC(C2CCCC2CC2CCCCC2)CC1
2528,FAB-ASS-ec2fd593-1,O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,C(=C/c1cccc2c1CC(c1ccccc1)O2)\COCCc1ccccc1,C1CCC(CCCCCCC2CCCC3CC(C4CCCCC4)CC32)CC1
2529,FAB-ASS-ec2fd593-2,COC(=O)[C@H]1c2c(/C=C/C(=O)O[C@@H](Cc3ccc(O)c(O)c3)C(=O)O)ccc(O)c2O[C@H]1c1ccc(O)c(O)c1,C(=C/c1cccc2c1CC(c1ccccc1)O2)\COCCc1ccccc1,C1CCC(CCCCCCC2CCCC3CC(C4CCCCC4)CC32)CC1
2530,MAK-UNK-de9577cf-1,COC(=O)c1ccc(S(=O)(=O)NNCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cc1,c1ccc(SNNCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2531,MAK-UNK-de9577cf-2,COC(=O)c1ccc(S(=O)(=O)N(C)Cc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cc1,c1ccc(SNCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2532,MAK-UNK-de9577cf-3,CNN(c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)S(=O)(=O)c1ccc(C(=O)OC)cc1,c1ccc(SNc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2533,MAK-UNK-de9577cf-4,CNCc1cc(-c2ccccc2NS(=O)(=O)c2ccc(C(=O)OC)cc2)n(S(=O)(=O)c2cccnc2)c1,c1ccc(SNc2ccccc2-c2cccn2Sc2cccnc2)cc1,C1CCC(CCC2CCCCC2C2CCCC2CC2CCCCC2)CC1
2534,MAK-UNK-de9577cf-5,CNCc1cc(-c2ccccc2COC(=O)c2ccc(S(N)(=O)=O)cc2)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COCc2ccccc2-c2cccn2Sc2cccnc2)cc1,C1CCC(CCCC2CCCCC2C2CCCC2CC2CCCCC2)CC1
2535,MAK-UNK-de9577cf-6,CNCc1cc(-c2cccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)c2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COc2cccc(-c3cccn3Sc3cccnc3)c2)cc1,C1CCC(CCC2CCCC(C3CCCC3CC3CCCCC3)C2)CC1
2536,MAK-UNK-de9577cf-7,CNCc1cc(-c2ccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)cc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COc2ccc(-c3cccn3Sc3cccnc3)cc2)cc1,C1CCC(CCC2CCC(C3CCCC3CC3CCCCC3)CC2)CC1
2537,MAK-UNK-de9577cf-8,CNCc1cc(-c2cc(OC(=O)c3ccc(S(N)(=O)=O)cc3)ccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COc2cccc(-c3cccn3Sc3cccnc3)c2)cc1,C1CCC(CCC2CCCC(C3CCCC3CC3CCCCC3)C2)CC1
2538,MAK-UNK-de9577cf-9,CNCc1cc(-c2c(F)cccc2OC(=O)c2ccc(S(N)(=O)=O)cc2)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COc2ccccc2-c2cccn2Sc2cccnc2)cc1,C1CCC(CCC2CCCCC2C2CCCC2CC2CCCCC2)CC1
2539,MAK-UNK-de9577cf-10,NS(=O)(=O)c1ccc(C(=O)OCNCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cc1,c1ccc(COCNCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2540,MAK-UNK-de9577cf-11,CC(Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)OC(=O)c1ccc(S(N)(=O)=O)cc1,c1ccc(COCCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2541,MAK-UNK-de9577cf-12,CNC(OC(=O)c1ccc(S(N)(=O)=O)cc1)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(COCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2542,MAK-UNK-de9577cf-13,CNCc1cn(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)c1OC(=O)c1ccc(S(N)(=O)=O)cc1,c1ccc(COc2ccn(Sc3cccnc3)c2-c2ccccc2)cc1,C1CCC(CCC2CCC(CC3CCCCC3)C2C2CCCCC2)CC1
2543,MAK-UNK-de9577cf-14,CNCC1=CC(OC(=O)c2ccc(S(N)(=O)=O)cc2)(S(=O)(=O)c2cccnc2)C(c2ccccc2F)=C1,C1=CC(OCc2ccccc2)(Sc2cccnc2)C(c2ccccc2)=C1,C1CCC(CCC2(CC3CCCCC3)CCCC2C2CCCCC2)CC1
2544,MAK-UNK-de9577cf-15,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1OC(=O)c1ccc(S(N)(=O)=O)cc1,c1ccc(COc2ccc(-c3ccccc3)n2Sc2cccnc2)cc1,C1CCC(CCC2CCC(C3CCCCC3)C2CC2CCCCC2)CC1
2545,MAK-UNK-de9577cf-16,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cnccc2OC(=O)c2ccc(S(N)(=O)=O)cc2)c1,c1ccc(COc2ccncc2Sn2cccc2-c2ccccc2)cc1,C1CCC(CCC2CCCCC2CC2CCCC2C2CCCCC2)CC1
2546,MAK-UNK-de9577cf-17,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cncc(OC(=O)c3ccc(S(N)(=O)=O)cc3)c2)c1,c1ccc(COc2cncc(Sn3cccc3-c3ccccc3)c2)cc1,C1CCC(CCC2CCCC(CC3CCCC3C3CCCCC3)C2)CC1
2547,MAK-UNK-de9577cf-19,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)nc2)c1,c1ccc(COc2ccc(Sn3cccc3-c3ccccc3)cn2)cc1,C1CCC(CCC2CCC(CC3CCCC3C3CCCCC3)CC2)CC1
2548,MAK-UNK-de9577cf-20,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)c2)c1,c1ccc(COc2cccc(Sn3cccc3-c3ccccc3)c2)cc1,C1CCC(CCC2CCCC(CC3CCCC3C3CCCCC3)C2)CC1
2549,MAK-UNK-de9577cf-21,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2OC(=O)c2ccc(S(N)(=O)=O)cc2)c1,c1ccc(COc2ncccc2Sn2cccc2-c2ccccc2)cc1,C1CCC(CCC2CCCCC2CC2CCCC2C2CCCCC2)CC1
2550,MAK-UNK-de9577cf-22,CNCc1cc(-c2ccccc2F)n(S(=O)(=COC(=O)c2ccc(S(N)(=O)=O)cc2)c2cccnc2)c1,C(OCc1ccccc1)=S(c1cccnc1)n1cccc1-c1ccccc1,C1CCC(CCCC(C2CCCCC2)C2CCCC2C2CCCCC2)CC1
2551,MAK-UNK-9a6be56d-1,NS(=O)(=O)c1ccc2c(c1)N(CNCc1cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c1)CCC2,c1ccc(-c2cc(CNCN3CCCc4ccccc43)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2552,MAK-UNK-9a6be56d-2,CNCc1cc(-c2ccccc2CN2CCCc3ccc(S(N)(=O)=O)cc32)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2ccccc2CN2CCCc3ccccc32)c1,C1CCC(CC2CCCC2C2CCCCC2CC2CCCC3CCCCC32)CC1
2553,MAK-UNK-9a6be56d-3,CN1CCCc2ccc(S(=O)(=O)N(C)Cc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)cc21,c1ccc(-c2cc(CNSc3ccc4c(c3)NCCC4)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2554,MAK-UNK-9a6be56d-4,CNN(c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)S(=O)(=O)c1ccc2c(c1)N(C)CCC2,c1ccc(-c2cc(NSc3ccc4c(c3)NCCC4)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2555,MAK-UNK-9a6be56d-5,CNCc1cc(-c2ccccc2F)n(S(=O)(=NS(=O)(=O)c2ccc3c(c2)N(C)CCC3)c2cccnc2)c1,c1ccc(-c2cccn2S(=NSc2ccc3c(c2)NCCC3)c2cccnc2)cc1,C1CCC(C2CCCC2C(CCC2CCC3CCCCC3C2)C2CCCCC2)CC1
2556,MAK-UNK-9a6be56d-6,CNCc1cc(-c2ccccc2NS(=O)(=O)c2ccc3c(c2)N(C)CCC3)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2ccccc2NSc2ccc3c(c2)NCCC3)c1,C1CCC(CC2CCCC2C2CCCCC2CCC2CCC3CCCCC3C2)CC1
2557,MAK-UNK-9a6be56d-8,CC(Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)N1CCCc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CCN3CCCc4ccccc43)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2558,MAK-UNK-9a6be56d-9,CNC(c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)N1CCCc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CN3CCCc4ccccc43)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2559,MAK-UNK-9a6be56d-10,CNCc1cn(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)c1N1CCCc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2c(N3CCCc4ccccc43)ccn2Sc2cccnc2)cc1,C1CCC(CC2CCC(C3CCCC4CCCCC43)C2C2CCCCC2)CC1
2560,MAK-UNK-9a6be56d-11,CNCC1=CC(N2CCCc3ccc(S(N)(=O)=O)cc32)(S(=O)(=O)c2cccnc2)C(c2ccccc2F)=C1,C1=CC(Sc2cccnc2)(N2CCCc3ccccc32)C(c2ccccc2)=C1,C1CCC(CC2(C3CCCC4CCCCC43)CCCC2C2CCCCC2)CC1
2561,MAK-UNK-9a6be56d-12,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1N1CCCc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2ccc(N3CCCc4ccccc43)n2Sc2cccnc2)cc1,C1CCC(CC2C(C3CCCCC3)CCC2C2CCCC3CCCCC32)CC1
2562,MAK-UNK-9a6be56d-14,CNCc1cc(-c2ccccc2F)n(S(=O)(=CN2CCCc3ccc(S(N)(=O)=O)cc32)c2cccnc2)c1,C(N1CCCc2ccccc21)=S(c1cccnc1)n1cccc1-c1ccccc1,C1CCC(C2CCCC2C(CC2CCCC3CCCCC32)C2CCCCC2)CC1
2563,MAK-UNK-9a6be56d-15,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cnccc2N2CCCc3ccc(S(N)(=O)=O)cc32)c1,c1ccc(-c2cccn2Sc2cnccc2N2CCCc3ccccc32)cc1,C1CCC(C2CCCC2CC2CCCCC2C2CCCC3CCCCC32)CC1
2564,MAK-UNK-9a6be56d-16,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cncc(N3CCCc4ccc(S(N)(=O)=O)cc43)c2)c1,c1ccc(-c2cccn2Sc2cncc(N3CCCc4ccccc43)c2)cc1,C1CCC(C2CCCC2CC2CCCC(C3CCCC4CCCCC43)C2)CC1
2565,MAK-UNK-9a6be56d-17,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(N3CCCc4ccc(S(N)(=O)=O)cc43)nc2)c1,c1ccc(-c2cccn2Sc2ccc(N3CCCc4ccccc43)nc2)cc1,C1CCC(C2CCCC2CC2CCC(C3CCCC4CCCCC43)CC2)CC1
2566,MAK-UNK-9a6be56d-18,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccc(N3CCCc4ccc(S(N)(=O)=O)cc43)c2)c1,c1ccc(-c2cccn2Sc2cccc(N3CCCc4ccccc43)c2)cc1,C1CCC(C2CCCC2CC2CCCC(C3CCCC4CCCCC43)C2)CC1
2567,MAK-UNK-9a6be56d-19,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2N2CCCc3ccc(S(N)(=O)=O)cc32)c1,c1ccc(-c2cccn2Sc2cccnc2N2CCCc3ccccc32)cc1,C1CCC(C2CCCC2CC2CCCCC2C2CCCC3CCCCC32)CC1
2568,MAK-UNK-9a6be56d-21,CNCc1cc(-c2cccc(N3CCCc4ccc(S(N)(=O)=O)cc43)c2F)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2cccc(N3CCCc4ccccc43)c2)c1,C1CCC(CC2CCCC2C2CCCC(C3CCCC4CCCCC43)C2)CC1
2569,MAK-UNK-9a6be56d-22,CNCc1cc(-c2ccc(N3CCCc4ccc(S(N)(=O)=O)cc43)cc2F)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2ccc(N3CCCc4ccccc43)cc2)c1,C1CCC(CC2CCCC2C2CCC(C3CCCC4CCCCC43)CC2)CC1
2570,MAK-UNK-9a6be56d-23,CNCc1cc(-c2cc(N3CCCc4ccc(S(N)(=O)=O)cc43)ccc2F)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2cccc(N3CCCc4ccccc43)c2)c1,C1CCC(CC2CCCC2C2CCCC(C3CCCC4CCCCC43)C2)CC1
2571,MAK-UNK-9a6be56d-24,CNCc1cc(-c2c(F)cccc2N2CCCc3ccc(S(N)(=O)=O)cc32)n(S(=O)(=O)c2cccnc2)c1,c1cncc(Sn2cccc2-c2ccccc2N2CCCc3ccccc32)c1,C1CCC(CC2CCCC2C2CCCCC2C2CCCC3CCCCC32)CC1
2572,MAK-UNK-9a6be56d-25,CN1CCCc2ccc(S(N)(=O)=CNCc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)cc21,C(NCc1cc(-c2ccccc2)n(Sc2cccnc2)c1)=[SH]c1ccc2c(c1)NCCC2,C1CCC(CC2CC(CCCCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2573,MAK-UNK-9a6be56d-26,CN1CCCc2cc(NCc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)c(S(N)(=O)=O)cc21,c1ccc(-c2cc(CNc3ccc4c(c3)CCCN4)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2574,MAK-UNK-9a6be56d-27,CN1CCCc2ccc(S(N)(=O)=O)c(NCc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)c21,c1ccc(-c2cc(CNc3cccc4c3NCCC4)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2575,MAK-UNK-9a6be56d-28,CN1CCCc2c(NCc3cc(-c4ccccc4F)n(S(=O)(=O)c4cccnc4)c3)cc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CNc3cccc4c3CCCN4)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2576,MAK-UNK-9a6be56d-29,CN1CCC(NCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)c2ccc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CNC3CCNc4ccccc43)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2577,MAK-UNK-9a6be56d-30,CN1CC(NCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)Cc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CNC3CNc4ccccc4C3)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2578,MAK-UNK-9a6be56d-31,CN1c2cc(S(N)(=O)=O)ccc2CCC1NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2cc(CNC3CCc4ccccc4N3)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCC4CCCCC4C3)CC2C2CCCCC2)CC1
2579,MAK-UNK-9a6be56d-32,CC1(NCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)CCCc2ccc(S(N)(=O)=O)cc21,c1ccc(-c2cc(CNC3CCCc4ccccc43)cn2Sc2cccnc2)cc1,C1CCC(CC2CC(CCC3CCCC4CCCCC43)CC2C2CCCCC2)CC1
2580,PAF-PIO-d312ccf6-1,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,c1ccc2ncccc2c1,C1CCC2CCCCC2C1
2581,PAF-PIO-d312ccf6-2,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,c1ccc(C2CCc3ccc(OC4CCCC(COC5CCCCO5)O4)cc3O2)cc1,C1CCC(CCC2CCCC(CC3CCC4CCC(C5CCCCC5)CC4C3)C2)CC1
2582,PAF-PIO-d312ccf6-3,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,C1=C(c2ccccc2)Oc2ccccc2C1,C1CCC(C2CCC3CCCCC3C2)CC1
2583,PAF-PIO-d312ccf6-4,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,c1ccc(C2CCc3ccccc3O2)cc1,C1CCC(C2CCC3CCCCC3C2)CC1
2584,MAK-UNK-148caf23-1,CCNc1ccc(C#CNCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)cn1,C(#Cc1cccnc1)NCc1cc(-c2ccccc2)n(Sc2cccnc2)c1,C1CCC(CCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2585,MAK-UNK-148caf23-2,CCNc1cc(NCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)c(C#N)cn1,c1ccc(-c2cc(CNc3ccncc3)cn2Sc2cccnc2)cc1,C1CCC(CCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2586,MAK-UNK-148caf23-3,CCNc1ccc(C#N)c(NCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)n1,c1ccc(-c2cc(CNc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2587,MAK-UNK-148caf23-4,CCNc1ncc(C#N)cc1NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2cc(CNc3cccnc3)cn2Sc2cccnc2)cc1,C1CCC(CCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2588,MAK-UNK-148caf23-5,CCNc1ccc(C#N)cc1NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(NCc2cc(-c3ccccc3)n(Sc3cccnc3)c2)cc1,C1CCC(CCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2589,MAK-UNK-148caf23-6,CCC(NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)c1ccc(C#N)cn1,c1ccc(-c2cc(CNCc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2590,MAK-UNK-148caf23-7,CC(NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)Nc1ccc(C#N)cn1,c1ccc(-c2cc(CNCNc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2591,MAK-UNK-148caf23-8,N#Cc1ccc(NCCNCc2cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c2)nc1,c1ccc(-c2cc(CNCCNc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2592,MAK-UNK-148caf23-9,CC(CNc1ccc(C#N)cn1)Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2cc(CCCNc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2593,MAK-UNK-148caf23-10,CNC(CNc1ccc(C#N)cn1)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,c1ccc(-c2cc(CCNc3ccccn3)cn2Sc2cccnc2)cc1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
2594,MAK-UNK-148caf23-11,CNCc1cn(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)c1CNc1ccc(C#N)cn1,c1ccc(-c2c(CNc3ccccn3)ccn2Sc2cccnc2)cc1,C1CCC(CCC2CCC(CC3CCCCC3)C2C2CCCCC2)CC1
