Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
4         ,13        ,002_14336.sdf            ,005_14336.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,0:2,1:1,2:0,3:3,4:4,5:5,6:6,7:7,8:8,14:14,33:33,34:34,35:35,36:36,37:38,38:37,39:39
4         ,14        ,002_14336.sdf            ,005_14348.mol2           ,0.00303        ,0.00303        ,0.00303        ,No        ,1:59,3:35,4:34,5:6,6:7,7:8,8:9,16:17,33:5,34:4,35:3,36:1,38:0,39:2
4         ,15        ,002_14336.sdf            ,005_14349.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,6:6,7:7,9:9,10:10,11:11,12:12,13:13,14:14
4         ,16        ,002_14336.sdf            ,006_15694.sdf            ,0.00006        ,0.00006        ,0.00006        ,No        ,6:20,7:18,8:19,14:21,15:22
4         ,17        ,002_14336.sdf            ,006_15697.mol2           ,0.00409        ,0.00409        ,0.00409        ,No        ,1:44,3:6,4:7,5:8,6:9,7:10,8:11,14:17,15:18,27:49,33:36,34:37,35:5,36:1,37:0,38:3,39:2
4         ,18        ,002_14336.sdf            ,006_16393.sdf            ,0.00111        ,0.00111        ,0.00111        ,No        ,7:8,9:10,10:11,11:12,12:13,13:14
4         ,19        ,002_14336.sdf            ,007_14347.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:6,7:7,8:8
4         ,20        ,002_14336.sdf            ,007_15694.mol2           ,0.00013        ,0.00013        ,0.00013        ,No        ,1:47,3:5,4:6,5:7,6:8,7:17,8:53,14:9,33:36,34:37,35:4,36:1,37:0,38:2,39:3
4         ,21        ,002_14336.sdf            ,007_15696.sdf            ,0.00499        ,0.00499        ,0.00499        ,Yes       ,6:6,7:7,8:8,14:14,15:15,16:16,27:27,28:28,29:29,30:30,31:31,32:32
4         ,22        ,002_14336.sdf            ,008_14330.mol2           ,0.00674        ,0.00674        ,0.00674        ,No        ,1:66,3:36,4:37,5:27,6:19,7:20,14:12,15:1,16:0,27:13,28:14,29:15,30:16,31:17,32:18,33:28,34:29,35:30
4         ,23        ,002_14336.sdf            ,008_14349.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,8:8,15:15,16:16,17:17,18:18,19:19
4         ,24        ,002_14336.sdf            ,008_15697.sdf            ,0.00064        ,0.00064        ,0.00064        ,No        ,6:20,7:18,8:19,14:21,15:22
4         ,25        ,002_14336.sdf            ,009_10920.mol2           ,0.00525        ,0.00525        ,0.00525        ,No        ,1:46,3:5,4:6,5:7,6:8,14:16,15:17,16:18,17:19,18:52,27:51,33:35,34:36,35:4,36:1,37:3,38:0,39:2
4         ,26        ,002_14336.sdf            ,009_14348.sdf            ,0.00136        ,0.00136        ,0.00136        ,No        ,6:7,7:8,8:9,14:15,15:16,16:17,17:18
4         ,27        ,002_14336.sdf            ,009_16393.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,6:7,7:8,9:10,10:11,11:12,12:13,13:14,14:15
4         ,28        ,002_14336.sdf            ,010_17333.sdf            ,0.00303        ,0.00303        ,0.00303        ,No        ,6:19,7:20,8:21,9:22,10:23,11:24,12:25,13:26,14:12,15:1
4         ,29        ,002_14336.sdf            ,010_17334.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,6:2,14:33
4         ,30        ,002_14336.sdf            ,011_15697.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:20,14:18,16:19
4         ,31        ,002_14336.sdf            ,011_16393.mol2           ,0.02472        ,0.02472        ,0.02472        ,Yes       ,1:63,3:35,4:34,5:6,6:7,7:8,8:9,14:15,15:16,27:28,28:29,29:30,30:31,31:32,32:33,33:5,34:4,35:3,36:1,37:0,38:39,39:2
4         ,32        ,002_14336.sdf            ,011_17334.sdf            ,0.00708        ,0.00708        ,0.00708        ,Yes       ,3:31,4:30,5:29,27:13,28:14,29:15,30:16,31:17,32:18,33:28,34:27,35:32
5         ,6         ,002_15696.sdf            ,002_17333.mol2           ,0.00274        ,0.00274        ,0.00274        ,No        ,6:19,7:20,14:12,15:43,27:13,28:14,29:15,30:16,31:17,32:18
5         ,7         ,002_15696.sdf            ,003_14347.sdf            ,0.00117        ,0.00117        ,0.00117        ,No        ,2:2,3:34,4:33,5:5,6:6,7:14,33:4,34:3
5         ,8         ,002_15696.sdf            ,003_14349.mol2           ,0.00248        ,0.00248        ,0.00248        ,No        ,6:6,7:7,14:14,15:40,27:27,28:28,29:29,30:30,31:31,32:32
5         ,9         ,002_15696.sdf            ,003_15694.sdf            ,0.00012        ,0.00012        ,0.00012        ,No        ,6:8,7:9,8:10,14:17,15:18,17:20
5         ,10        ,002_15696.sdf            ,004_14348.sdf            ,0.00106        ,0.00106        ,0.00106        ,No        ,2:3,3:35,4:34,5:6,6:7,7:15,33:5,34:4
5         ,11        ,002_15696.sdf            ,004_15696.mol2           ,0.00050        ,0.00050        ,0.00050        ,No        ,6:45,14:14,15:15,16:16,17:17,18:46
5         ,12        ,002_15696.sdf            ,004_17334.sdf            ,0.00075        ,0.00075        ,0.00075        ,No        ,6:2,7:1,8:0,14:3
5         ,13        ,002_15696.sdf            ,005_14336.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,6:6,14:14,27:27,28:28,29:29,30:30,31:31,32:32
5         ,14        ,002_15696.sdf            ,005_14348.mol2           ,0.00499        ,0.00499        ,0.00499        ,Yes       ,6:44,14:15,15:16,16:17,17:18,18:45,27:28,28:29,29:30,30:31,31:32,32:33
5         ,15        ,002_15696.sdf            ,005_14349.sdf            ,0.00117        ,0.00117        ,0.00117        ,No        ,2:2,3:34,4:33,5:5,6:6,7:14,33:4,34:3
5         ,16        ,002_15696.sdf            ,006_15694.sdf            ,0.00055        ,0.00055        ,0.00055        ,No        ,6:8,14:17,15:18,16:19,17:20
5         ,17        ,002_15696.sdf            ,006_15697.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,6:9,14:10
5         ,18        ,002_15696.sdf            ,006_16393.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,6:7,14:15,27:28,28:29,29:30,30:31,31:32,32:33
5         ,19        ,002_15696.sdf            ,007_14347.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,14:14,15:15,27:27,28:28,29:29,30:30,31:31,32:32
5         ,20        ,002_15696.sdf            ,007_15694.mol2           ,0.00184        ,0.00184        ,0.00184        ,No        ,14:17,15:18,17:20,18:21,19:22,20:23,21:29,22:27,23:26,24:25,25:60,26:24,27:53
5         ,21        ,002_15696.sdf            ,007_15696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:6,7:14
5         ,22        ,002_15696.sdf            ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,0:1
5         ,23        ,002_15696.sdf            ,008_14349.sdf            ,0.00053        ,0.00053        ,0.00053        ,No        ,6:17,14:18,15:19,25:25
5         ,24        ,002_15696.sdf            ,008_15697.sdf            ,0.00055        ,0.00055        ,0.00055        ,No        ,6:9,14:17,15:18,16:19,17:20
5         ,25        ,002_15696.sdf            ,009_10920.mol2           ,0.00166        ,0.00166        ,0.00166        ,No        ,6:8,14:16,15:51,27:29,28:30,29:31,30:32,31:33,32:34
5         ,26        ,002_15696.sdf            ,009_14348.sdf            ,0.00193        ,0.00193        ,0.00193        ,No        ,17:18,18:16,19:15,27:30,28:29,29:28,30:33,31:32,32:31
5         ,27        ,002_15696.sdf            ,009_16393.sdf            ,0.00106        ,0.00106        ,0.00106        ,No        ,2:3,3:35,4:34,5:6,6:7,7:15,33:5,34:4
5         ,28        ,002_15696.sdf            ,010_17333.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:19,7:12
5         ,29        ,002_15696.sdf            ,010_17334.mol2           ,0.00352        ,0.00352        ,0.00352        ,No        ,1:52,2:30,3:31,4:32,5:27,6:19,7:20,8:21,33:28,34:29
5         ,30        ,002_15696.sdf            ,011_15697.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,6:9,7:10,9:12,10:13,11:14,12:15,13:16,14:17
5         ,31        ,002_15696.sdf            ,011_16393.mol2           ,0.00068        ,0.00068        ,0.00068        ,No        ,6:7,7:8,14:15,15:16,16:17,27:48
5         ,32        ,002_15696.sdf            ,011_17334.sdf            ,0.00430        ,0.00430        ,0.00430        ,Yes       ,2:30,3:29,4:28,5:27,9:22,10:23,11:24,12:25,13:26,33:32,34:31
6         ,7         ,002_17333.mol2           ,003_14347.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,0:16,1:15,12:14,43:6
6         ,8         ,002_17333.mol2           ,003_14349.mol2           ,0.01111        ,0.01111        ,0.01111        ,Yes       ,0:16,1:15,2:17,3:18,4:19,12:14,13:27,14:28,15:29,16:30,17:31,18:32,34:41,35:42,36:43,37:45,38:44,43:40,44:50,45:51,46:52,47:53
6         ,9         ,002_17333.mol2           ,003_15694.sdf            ,0.00020        ,0.00020        ,0.00020        ,No        ,1:18,2:20,3:21,12:17,19:8,20:9,21:10,35:22,43:30
6         ,10        ,002_17333.mol2           ,004_14348.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,0:17,1:16,12:15,43:7
6         ,11        ,002_17333.mol2           ,004_15696.mol2           ,0.00335        ,0.00335        ,0.00335        ,No        ,1:15,2:17,3:18,4:19,12:14,19:6,27:5,28:4,29:3,30:2,32:34,33:33,34:46,35:48,36:47,37:50,38:49,43:45,51:41,52:40,53:60,54:59
6         ,12        ,002_17333.mol2           ,004_17334.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,0:0,1:1,2:2,3:3,4:4,12:12,19:19,38:5,43:13
6         ,13        ,002_17333.mol2           ,005_14336.sdf            ,0.01426        ,0.01426        ,0.01426        ,No        ,0:16,1:15,2:17,3:18,4:19,5:20,6:26,7:24,8:23,9:22,11:21,12:14,19:6,20:7,27:5,28:4,29:3,30:35,31:36,32:34,33:33,40:25,43:27,52:1
6         ,14        ,002_17333.mol2           ,005_14348.mol2           ,0.00674        ,0.00674        ,0.00674        ,No        ,1:16,2:18,3:19,4:20,12:15,19:7,27:6,28:5,29:4,30:3,31:1,32:35,33:34,34:45,35:47,36:46,37:49,38:48,43:44,51:40,52:39,53:59,54:58
6         ,15        ,002_17333.mol2           ,005_14349.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,0:16,1:15,12:14,43:6
6         ,16        ,002_17333.mol2           ,006_15694.sdf            ,0.00035        ,0.00035        ,0.00035        ,No        ,19:8,20:9,21:10,27:7,28:6,29:5,30:4,31:1,32:37,33:36
6         ,17        ,002_17333.mol2           ,006_15697.mol2           ,0.00610        ,0.00610        ,0.00610        ,No        ,0:19,1:18,2:20,3:21,4:22,10:28,12:17,19:9,20:10,27:8,28:7,29:6,30:5,31:1,32:37,33:36,34:50,35:51,36:52,37:54,38:53,43:49,51:45,52:44,53:64,54:63
6         ,18        ,002_17333.mol2           ,006_16393.sdf            ,0.00823        ,0.00823        ,0.00823        ,No        ,1:16,12:15,13:28,14:29,15:30,16:31,17:32,18:33,19:7,20:8,21:9
6         ,19        ,002_17333.mol2           ,007_14347.sdf            ,0.01657        ,0.01657        ,0.01657        ,Yes       ,12:14,13:27,14:28,15:29,16:30,17:31,18:32,19:6,20:7,22:9,23:10,24:11,25:12,26:13,43:15
6         ,20        ,002_17333.mol2           ,007_15694.mol2           ,0.00143        ,0.00143        ,0.00143        ,No        ,12:17,13:30,14:31,15:32,16:33,17:34,18:35,19:8,20:9,21:10,27:7,28:36,29:37,30:4,31:1,32:5,33:6,43:53,44:63,45:64,46:65,47:66,51:67,52:68,53:47,54:48
6         ,21        ,002_17333.mol2           ,007_15696.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,20:7,21:8,22:9,23:10,24:11,25:12,26:13
6         ,22        ,002_17333.mol2           ,008_14330.mol2           ,0.00288        ,0.00288        ,0.00288        ,No        ,1:1,2:2,3:3,10:10,12:12,19:19,27:27,28:37,29:36,30:30,32:29,33:28,34:38,35:39,36:40,43:47,51:67,52:66,53:56,54:55
6         ,23        ,002_17333.mol2           ,008_14349.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,4:14,20:7,21:8,22:9,23:10,24:11,25:12,26:13,37:15,38:27
6         ,24        ,002_17333.mol2           ,008_15697.sdf            ,0.00352        ,0.00352        ,0.00352        ,No        ,19:9,20:10,21:11,27:8,28:7,29:6,30:5,31:1,32:37,33:36
6         ,25        ,002_17333.mol2           ,009_10920.mol2           ,0.02352        ,0.02352        ,0.02352        ,Yes       ,0:18,1:17,2:19,3:20,12:16,13:29,14:30,15:31,16:32,17:33,18:34,19:8,20:9,27:7,28:6,29:5,30:4,31:1,32:36,33:35,34:52,35:53,36:54,43:51,44:61,45:62,46:63,47:64,51:47,52:46,53:66,54:65
6         ,26        ,002_17333.mol2           ,009_14348.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,19:7,20:8,21:9
6         ,27        ,002_17333.mol2           ,009_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,0:17,1:16,12:15,43:7
6         ,28        ,002_17333.mol2           ,010_17333.sdf            ,0.00096        ,0.00096        ,0.00096        ,No        ,1:4,10:10,12:3,19:2,20:1
6         ,29        ,002_17333.mol2           ,010_17334.mol2           ,0.02472        ,0.02472        ,0.02472        ,Yes       ,1:1,2:2,3:3,4:4,5:5,6:11,7:9,8:8,9:7,10:39,11:6,12:12,13:13,14:14,15:15,16:16,17:17,18:18,34:33,35:34,36:35,37:36,38:37,39:41,40:10,41:40,42:38,43:42,44:43,45:44,46:45,47:46
6         ,30        ,002_17333.mol2           ,011_15697.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,12:17,19:9,20:10,21:11,43:30
6         ,31        ,002_17333.mol2           ,011_16393.mol2           ,0.00123        ,0.00123        ,0.00123        ,No        ,2:18,3:19,4:20,5:21,6:22,7:23,8:24,9:25,10:26,11:27,12:8,19:7,20:15,22:48,27:6,28:34,29:35,30:3,31:1,32:4,33:5,34:49,35:50,36:51,37:52,38:53,39:54,40:55,41:56,42:57,43:9,51:62,52:63,53:43,54:44
6         ,32        ,002_17333.mol2           ,011_17334.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,0:21,1:20,2:19,3:12,34:27,35:1,36:13
7         ,8         ,003_14347.sdf            ,003_14349.mol2           ,0.00248        ,0.00248        ,0.00248        ,No        ,2:2,3:3,4:4,5:5,6:6,33:33,34:34
7         ,9         ,003_14347.sdf            ,003_15694.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,2:4,3:5,4:6,5:7,6:8,33:36,34:37
7         ,10        ,003_14347.sdf            ,004_14348.sdf            ,0.74082        ,0.74082        ,0.74082        ,Yes       ,0:0,1:1,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,14:15,15:16,16:17,17:18,18:19,19:20,20:21,21:22,22:23,23:24,24:25,25:26,26:27,27:28,28:29,29:30,30:31,31:32,32:33,33:34,34:35
7         ,11        ,003_14347.sdf            ,004_15696.mol2           ,0.00166        ,0.00166        ,0.00166        ,No        ,6:6,7:7,8:8,14:14,15:15,16:16,27:45
7         ,12        ,003_14347.sdf            ,004_17334.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,6:19,7:20,9:22,10:23,11:24,12:25,13:26
7         ,13        ,003_14347.sdf            ,005_14336.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,14:14,15:15,16:16
7         ,14        ,003_14347.sdf            ,005_14348.mol2           ,0.00101        ,0.00101        ,0.00101        ,No        ,6:44,8:9,14:15,15:16,16:17,17:18,18:19,19:46
7         ,15        ,003_14347.sdf            ,005_14349.sdf            ,0.67032        ,0.67032        ,0.67032        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34
7         ,16        ,003_14347.sdf            ,006_15694.sdf            ,0.00745        ,0.00745        ,0.00745        ,No        ,2:6,3:5,4:4,5:37,27:30,28:31,29:32,30:33,31:34,32:35,33:36,34:7
7         ,17        ,003_14347.sdf            ,006_15697.mol2           ,0.00224        ,0.00224        ,0.00224        ,No        ,17:52,18:21,19:22,20:23,21:29,22:27,23:26,24:25,25:56,26:24
7         ,18        ,003_14347.sdf            ,006_16393.sdf            ,0.00708        ,0.00708        ,0.00708        ,No        ,0:0,1:1,2:3,3:35,4:34,5:6,6:7,14:15,15:16,16:17,17:18,33:5,34:4
7         ,19        ,003_14347.sdf            ,007_14347.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,15:7,16:8,18:18,19:19,20:20,21:26,22:24,23:23,24:22,26:21
7         ,20        ,003_14347.sdf            ,007_15694.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,18:1,19:2,20:43
7         ,21        ,003_14347.sdf            ,007_15696.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,6:6,7:7,8:8,14:14,15:15,16:16
7         ,22        ,003_14347.sdf            ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,15:1,17:2,18:3,19:40
7         ,23        ,003_14347.sdf            ,008_14349.sdf            ,0.00823        ,0.00823        ,0.00823        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,14:14,15:15,16:16,17:17,33:33,34:34
7         ,24        ,003_14347.sdf            ,008_15697.sdf            ,0.00745        ,0.00745        ,0.00745        ,No        ,6:9,7:10,8:11,9:12,10:13,11:14,12:15,13:16,14:17,15:18,16:19,17:20,18:21,19:22
7         ,25        ,003_14347.sdf            ,009_10920.mol2           ,0.00117        ,0.00117        ,0.00117        ,No        ,5:52,6:19,7:17,8:18,14:20,15:21,16:56,17:55,27:54
7         ,26        ,003_14347.sdf            ,009_14348.sdf            ,0.00409        ,0.00409        ,0.00409        ,No        ,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,15:16,16:17,17:18,18:19,19:20
7         ,27        ,003_14347.sdf            ,009_16393.sdf            ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,14:15,15:16,16:17,17:18,18:19,19:20,20:21,21:22,22:23,23:24,24:25,25:26,26:27,27:28,28:29,29:30,30:31,31:32,32:33,33:34,34:35
7         ,28        ,003_14347.sdf            ,010_17333.sdf            ,0.01357        ,0.01357        ,0.01357        ,Yes       ,2:30,3:32,4:33,5:27,6:19,7:20,9:22,10:23,11:24,12:25,13:26,14:12,15:1,33:28,34:29
7         ,29        ,003_14347.sdf            ,010_17334.mol2           ,0.00525        ,0.00525        ,0.00525        ,No        ,1:52,2:30,3:29,4:28,5:27,6:19,14:12,15:1,16:0,27:42,33:32,34:31
7         ,30        ,003_14347.sdf            ,011_15697.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,14:17,15:18,16:19,17:20,18:21
7         ,31        ,003_14347.sdf            ,011_16393.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,6:7,7:8,9:10,10:11,11:12,12:13,13:14,14:15,27:48
7         ,32        ,003_14347.sdf            ,011_17334.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,6:19,7:20,8:21,14:12,15:1,17:2,18:3,19:4
8         ,9         ,003_14349.mol2           ,003_15694.sdf            ,0.00064        ,0.00064        ,0.00064        ,No        ,0:0,1:1,2:4,3:5,4:6,5:7,6:8,7:9,8:10,14:17,15:18,17:20,18:21,33:36,34:37,40:30,42:22
8         ,10        ,003_14349.mol2           ,004_14348.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,2:3,3:4,4:5,5:6,6:7,33:34,34:35
8         ,11        ,003_14349.mol2           ,004_15696.mol2           ,0.00370        ,0.00370        ,0.00370        ,No        ,6:6,14:14,15:15,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,40:45,41:46,42:48,43:47,44:49,45:50,46:51,47:52,48:53,49:54
8         ,12        ,003_14349.mol2           ,004_17334.sdf            ,0.01111        ,0.01111        ,0.01111        ,No        ,2:30,3:31,4:32,5:27,6:19,14:12,15:1,16:0,17:2,18:3,19:4,25:10,33:28,34:29,40:13,45:5
8         ,13        ,003_14349.mol2           ,005_14336.sdf            ,0.00409        ,0.00409        ,0.00409        ,No        ,6:6,14:14,15:15,16:16,17:17,18:18,19:19,27:27,28:28,29:29,30:30,31:31,32:32,45:20
8         ,14        ,003_14349.mol2           ,005_14348.mol2           ,0.00123        ,0.00123        ,0.00123        ,No        ,6:7,14:15,15:16,17:18,18:19,19:20,25:26,40:44,41:45,42:47,43:46,44:49,45:48
8         ,15        ,003_14349.mol2           ,005_14349.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,2:2,3:3,4:4,5:5,6:6,33:33,34:34
8         ,16        ,003_14349.mol2           ,006_15694.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,19:22,20:23,21:24,22:25,23:26,24:27,25:28,26:29,44:21
8         ,17        ,003_14349.mol2           ,006_15697.mol2           ,0.00083        ,0.00083        ,0.00083        ,No        ,14:17,15:18,16:19,17:20,18:21,19:22,40:49,41:50,42:52,43:51,44:53,45:54
8         ,18        ,003_14349.mol2           ,006_16393.sdf            ,0.00610        ,0.00610        ,0.00610        ,No        ,6:7,7:8,8:9,14:15,27:28,28:29,29:30,30:31,31:32,32:33,40:16
8         ,19        ,003_14349.mol2           ,007_14347.sdf            ,0.04076        ,0.04076        ,0.04076        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,14:14,15:15,16:16,17:17,18:18,19:19,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,45:20
8         ,20        ,003_14349.mol2           ,007_15694.mol2           ,0.00016        ,0.00016        ,0.00016        ,No        ,0:57,1:22,2:58,6:8,7:9,14:17,27:30,28:31,29:32,30:33,31:34,32:35,40:53,50:63,51:64,52:65,53:66
8         ,21        ,003_14349.mol2           ,007_15696.sdf            ,0.00045        ,0.00045        ,0.00045        ,No        ,6:6,7:14,14:7,16:8,40:9
8         ,22        ,003_14349.mol2           ,008_14330.mol2           ,0.00409        ,0.00409        ,0.00409        ,No        ,1:55,2:28,3:29,4:30,5:36,6:66,19:4,20:5,21:6,22:7,23:8,24:9,25:10,26:11,33:37,34:27,35:56,36:31,44:42,45:41,46:43,47:44,48:45,49:46,54:67,55:19
8         ,23        ,003_14349.mol2           ,008_14349.sdf            ,0.00175        ,0.00175        ,0.00175        ,No        ,8:16,15:7,16:8,17:6,18:14,19:15,41:5,43:27,45:17
8         ,24        ,003_14349.mol2           ,008_15697.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,19:22,20:23,21:24,22:25,23:26,24:27,25:28,26:29,44:21
8         ,25        ,003_14349.mol2           ,009_10920.mol2           ,0.01005        ,0.01005        ,0.01005        ,No        ,14:16,15:17,16:18,17:19,18:20,19:21,25:27,27:29,28:30,29:31,30:32,31:33,32:34,40:51,41:52,42:54,43:53,44:55,45:56,50:61,51:62,52:63,53:64
8         ,26        ,003_14349.mol2           ,009_14348.sdf            ,0.00129        ,0.00129        ,0.00129        ,No        ,2:3,3:35,4:34,5:6,6:7,7:15,33:5,34:4
8         ,27        ,003_14349.mol2           ,009_16393.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,2:3,3:4,4:5,5:6,6:7,33:34,34:35
8         ,28        ,003_14349.mol2           ,010_17333.sdf            ,0.00409        ,0.00409        ,0.00409        ,No        ,1:31,2:30,3:32,4:33,5:27,6:19,7:20,8:21,33:28,34:29
8         ,29        ,003_14349.mol2           ,010_17334.mol2           ,0.00552        ,0.00552        ,0.00552        ,No        ,14:12,15:1,17:2,18:3,27:13,28:14,29:15,30:16,31:17,32:18,40:42,41:33,42:34,43:35,50:43,51:44,52:45,53:46
8         ,30        ,003_14349.mol2           ,011_15697.sdf            ,0.01111        ,0.01111        ,0.01111        ,Yes       ,2:5,3:6,4:7,5:8,6:9,7:10,9:12,10:13,11:14,12:15,13:16,15:18,16:19,17:20,33:36,34:37,41:21
8         ,31        ,003_14349.mol2           ,011_16393.mol2           ,0.00224        ,0.00224        ,0.00224        ,No        ,6:7,18:19,19:20,20:21,21:22,22:23,23:24,24:25,25:26,26:27,42:50,43:51,44:53,45:52,46:54,47:55,48:56,49:57
8         ,32        ,003_14349.mol2           ,011_17334.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,1:1
9         ,10        ,003_15694.sdf            ,004_14348.sdf            ,0.00143        ,0.00143        ,0.00143        ,No        ,1:1,2:2,4:3,5:4,6:5,7:6,36:34,37:35
9         ,11        ,003_15694.sdf            ,004_15696.mol2           ,0.00068        ,0.00068        ,0.00068        ,No        ,8:45,17:14,18:15,19:16,20:17,21:18,22:19,23:50
9         ,12        ,003_15694.sdf            ,004_17334.sdf            ,0.00318        ,0.00318        ,0.00318        ,Yes       ,4:30,5:31,6:32,7:27,8:19,17:12,18:1,36:28,37:29
9         ,13        ,003_15694.sdf            ,005_14336.sdf            ,0.00020        ,0.00020        ,0.00020        ,No        ,8:6,9:7,10:8,17:14,30:27,31:28,32:29,33:30,34:31,35:32
9         ,14        ,003_15694.sdf            ,005_14348.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,8:38,17:0,18:1,19:2,30:37
9         ,15        ,003_15694.sdf            ,005_14349.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,4:2,5:3,6:4,7:5,8:6,36:33,37:34
9         ,16        ,003_15694.sdf            ,006_15694.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,17:17,18:18,19:19,20:20,30:30,31:31,32:32,33:33,34:34,35:35
9         ,17        ,003_15694.sdf            ,006_15697.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,18:10,20:9,21:17,22:49
9         ,18        ,003_15694.sdf            ,006_16393.sdf            ,0.00006        ,0.00006        ,0.00006        ,No        ,8:7,9:8,10:9,17:15,22:1
9         ,19        ,003_15694.sdf            ,007_14347.sdf            ,0.00033        ,0.00033        ,0.00033        ,No        ,8:6,9:7,10:8,17:14,30:27,31:28,32:29,33:30,34:31,35:32
9         ,20        ,003_15694.sdf            ,007_15694.mol2           ,0.00041        ,0.00041        ,0.00041        ,No        ,8:8,9:9,10:10,17:17,18:53
9         ,21        ,003_15694.sdf            ,007_15696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,18:14,19:16,20:6
9         ,22        ,003_15694.sdf            ,008_14330.mol2           ,0.00041        ,0.00041        ,0.00041        ,No        ,8:47,17:12,18:1,19:0,20:2,21:38
9         ,23        ,003_15694.sdf            ,008_14349.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,8:6,9:14
9         ,24        ,003_15694.sdf            ,008_15697.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,17:17,18:18,19:19,20:20,30:30,31:31,32:32,33:33,34:34,35:35
9         ,25        ,003_15694.sdf            ,009_10920.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,7:52,8:19,9:20,10:54,11:53,17:17
9         ,26        ,003_15694.sdf            ,009_14348.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,1:15,2:16
9         ,27        ,003_15694.sdf            ,009_16393.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,1:1,2:2,4:3,5:4,6:5,7:6,36:34,37:35
9         ,28        ,003_15694.sdf            ,010_17333.sdf            ,0.00035        ,0.00035        ,0.00035        ,No        ,1:31,4:30,5:32,6:33,7:27,8:19,9:20,10:21,36:28,37:29
