Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
17        ,20        ,006_15697.mol2           ,007_15694.mol2           ,0.00158        ,0.00158        ,0.00158        ,No        ,0:0,1:1,2:3,3:2,4:42,5:4,6:37,7:36,8:7,9:8,10:9,11:10,17:17,30:30,31:31,32:32,33:33,34:34,35:35,36:6,37:5,38:39,39:38,40:40,41:45,42:44,43:46,44:68,45:67,49:53,59:63,60:64,61:65,62:66,63:48,64:47
17        ,21        ,006_15697.mol2           ,007_15696.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,9:6,10:7,11:8,17:14,18:15,19:16,49:27
17        ,22        ,006_15697.mol2           ,008_14330.mol2           ,0.00213        ,0.00213        ,0.00213        ,No        ,5:30,6:36,7:37,8:27,9:19,10:20,11:21,20:2,21:1,22:12,28:10,36:28,37:29,44:66,45:67,50:38,52:0,53:47,54:13,63:55,64:56
17        ,23        ,006_15697.mol2           ,008_14349.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,9:6,10:7,11:8,17:14,18:15,20:17,21:18,22:19,49:27,54:20
17        ,24        ,006_15697.mol2           ,008_15697.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,20:20,21:21,22:22,50:18,53:23
17        ,25        ,006_15697.mol2           ,009_10920.mol2           ,0.23457        ,0.23457        ,0.23457        ,No        ,0:3,1:1,2:2,3:0,4:39,5:4,6:5,7:6,8:7,9:8,10:9,11:10,12:11,13:12,14:13,15:14,16:15,17:16,18:17,19:18,20:19,21:20,22:21,28:27,30:29,31:30,32:31,33:32,34:33,35:34,36:35,37:36,38:43,39:45,40:44,41:42,42:41,43:40,44:46,45:47,46:48,47:49,48:50,49:51,50:52,51:53,52:54,53:55,54:56,59:61,60:62,61:63,62:64,63:65,64:66
17        ,26        ,006_15697.mol2           ,009_14348.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,18:16,19:17,20:18,21:19,22:20,23:21,24:22,25:23,26:24,27:25,29:27
17        ,27        ,006_15697.mol2           ,009_16393.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,21:19,22:20,23:21,24:27,25:25,26:24,27:23,29:22,52:18,56:26
17        ,28        ,006_15697.mol2           ,010_17333.sdf            ,0.00236        ,0.00236        ,0.00236        ,No        ,10:20,11:21,21:3,22:4,23:5,24:6,25:7,26:8,27:9,28:10,29:11,52:2
17        ,29        ,006_15697.mol2           ,010_17334.mol2           ,0.01111        ,0.01111        ,0.01111        ,No        ,9:19,10:20,11:21,12:22,13:23,14:24,15:25,16:26,17:12,30:13,31:14,32:15,33:16,34:17,35:18,46:47,47:48,48:49,49:42,59:43,60:44,61:45,62:46
17        ,30        ,006_15697.mol2           ,011_15697.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,9:9,17:17,49:30
17        ,31        ,006_15697.mol2           ,011_16393.mol2           ,0.00865        ,0.00865        ,0.00865        ,No        ,0:0,1:1,2:2,3:39,5:3,6:35,7:34,8:6,9:7,10:8,11:9,20:18,21:16,22:15,28:26,36:5,37:4,38:36,39:38,40:37,41:41,42:40,43:42,44:63,45:62,50:49,52:17,53:48,54:28,63:44,64:43
17        ,32        ,006_15697.mol2           ,011_17334.sdf            ,0.00058        ,0.00058        ,0.00058        ,No        ,18:20,20:19,21:12,22:1,50:27,52:13,53:2,54:0
18        ,19        ,006_16393.sdf            ,007_14347.sdf            ,0.00499        ,0.00499        ,0.00499        ,No        ,15:14,16:15,17:16,28:27,29:28,30:29,31:30,32:31,33:32
18        ,20        ,006_16393.sdf            ,007_15694.mol2           ,0.00017        ,0.00017        ,0.00017        ,No        ,7:8,8:9,9:10,15:17,16:18,17:19,18:20,19:54,28:53
18        ,21        ,006_16393.sdf            ,007_15696.sdf            ,0.00335        ,0.00335        ,0.00335        ,No        ,7:6,15:14,16:15,18:17,19:18,20:19,21:20,22:21,23:22,24:23,25:24,26:25,27:26
18        ,22        ,006_16393.sdf            ,008_14330.mol2           ,0.00303        ,0.00303        ,0.00303        ,No        ,16:1,18:2,19:3,20:4,21:5,22:11,23:9,24:8,25:7,26:44,27:6
18        ,23        ,006_16393.sdf            ,008_14349.sdf            ,0.00236        ,0.00236        ,0.00236        ,No        ,1:1,2:0,3:2,4:34,5:33,6:5,7:6,8:7,9:8,15:14,34:4,35:3
18        ,24        ,006_16393.sdf            ,008_15697.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,8:10,9:11,10:12,11:13,12:14,13:15,14:16
18        ,25        ,006_16393.sdf            ,009_10920.mol2           ,0.00335        ,0.00335        ,0.00335        ,No        ,7:51,15:16,16:17,28:29,29:30,30:31,31:32,32:33,33:34
18        ,26        ,006_16393.sdf            ,009_14348.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,7:7,8:8,9:9
18        ,27        ,006_16393.sdf            ,009_16393.sdf            ,0.00823        ,0.00823        ,0.00823        ,Yes       ,0:2,1:1,2:0,3:3,4:35,5:34,6:6,7:7,15:15,16:16,17:17,18:18,34:5,35:4
18        ,28        ,006_16393.sdf            ,010_17333.sdf            ,0.00136        ,0.00136        ,0.00136        ,No        ,7:19,15:12,16:1,17:0,18:2,19:3,20:4
18        ,29        ,006_16393.sdf            ,010_17334.mol2           ,0.00865        ,0.00865        ,0.00865        ,Yes       ,1:52,3:30,4:31,5:32,6:27,7:19,15:12,16:1,17:0,18:2,19:3,20:4,21:36,28:42,34:28,35:29
18        ,30        ,006_16393.sdf            ,011_15697.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,7:9,8:10,9:11,15:17,19:21,20:22,21:23,22:29,23:27,24:26,25:25,27:24
18        ,31        ,006_16393.sdf            ,011_16393.mol2           ,0.00136        ,0.00136        ,0.00136        ,No        ,16:16,17:17,18:18,19:19,20:20,21:52
18        ,32        ,006_16393.sdf            ,011_17334.sdf            ,0.00389        ,0.00389        ,0.00389        ,No        ,3:30,4:29,5:28,6:27,7:19,8:20,9:21,34:32,35:31
19        ,20        ,007_14347.sdf            ,007_15694.mol2           ,0.00015        ,0.00015        ,0.00015        ,No        ,6:8,7:9,8:10,14:17,15:18,16:19,27:53
19        ,21        ,007_14347.sdf            ,007_15696.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,6:6,7:7,8:8,14:14,15:15,16:16,17:17
19        ,22        ,007_14347.sdf            ,008_14330.mol2           ,0.00048        ,0.00048        ,0.00048        ,No        ,15:20,17:19,18:1,19:12,20:47
19        ,23        ,007_14347.sdf            ,008_14349.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,6:6,14:14,15:15,16:16,17:17
19        ,24        ,007_14347.sdf            ,008_15697.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,8:19,14:17,15:18,17:20,18:21,19:22
19        ,25        ,007_14347.sdf            ,009_10920.mol2           ,0.00823        ,0.00823        ,0.00823        ,No        ,6:51,14:16,15:17,16:18,17:19,18:20,19:21,20:56,27:29,28:30,29:31,30:32,31:33,32:34
19        ,26        ,007_14347.sdf            ,009_14348.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,0:0,1:1,2:3,3:4,4:5,5:6,6:7,7:8,19:15,33:34,34:35
19        ,27        ,007_14347.sdf            ,009_16393.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,7:16,8:17,18:19,19:20,20:21,21:27,22:25,23:24,24:23,26:22
19        ,28        ,007_14347.sdf            ,010_17333.sdf            ,0.00274        ,0.00274        ,0.00274        ,No        ,6:19,7:20,8:21,14:12,15:1,17:2,18:3
19        ,29        ,007_14347.sdf            ,010_17334.mol2           ,0.00370        ,0.00370        ,0.00370        ,No        ,6:19,14:12,15:1,16:0,17:2,18:33,27:13,28:14,29:15,30:16,31:17,32:18
19        ,30        ,007_14347.sdf            ,011_15697.sdf            ,0.00580        ,0.00580        ,0.00580        ,Yes       ,0:0,1:1,2:5,3:37,4:36,5:8,6:9,14:17,15:18,17:20,18:21,33:7,34:6
19        ,31        ,007_14347.sdf            ,011_16393.mol2           ,0.00058        ,0.00058        ,0.00058        ,No        ,15:8,17:7,18:16,19:15,20:48
19        ,32        ,007_14347.sdf            ,011_17334.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,7:1,8:0,17:2,18:3,19:4,20:5,21:11,22:9,23:8,24:7,26:6
20        ,21        ,007_15694.mol2           ,007_15696.sdf            ,0.00015        ,0.00015        ,0.00015        ,No        ,8:6,9:7,10:8,17:14,18:15,19:16,20:17,53:27,54:18
20        ,22        ,007_15694.mol2           ,008_14330.mol2           ,0.00008        ,0.00008        ,0.00008        ,No        ,4:30,5:36,6:37,7:27,8:19,9:12,10:47,17:20,36:28,37:29,47:66,48:67,53:22,67:55,68:56
20        ,23        ,007_15694.mol2           ,008_14349.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,17:14,18:15,19:16,20:17,21:18,22:19,53:27,58:20
20        ,24        ,007_15694.mol2           ,008_15697.sdf            ,0.00039        ,0.00039        ,0.00039        ,No        ,0:3,1:1,2:0,3:2,4:5,5:6,6:7,7:8,8:9,9:10,10:11,36:36,37:37,39:4
20        ,25        ,007_15694.mol2           ,009_10920.mol2           ,0.00033        ,0.00033        ,0.00033        ,No        ,0:3,1:1,2:0,3:2,4:4,5:36,6:35,7:7,8:8,9:9,10:10,17:16,36:6,37:5,38:44,39:45,40:43,41:39,42:37,43:38,44:41,45:40,46:42,47:66,48:65,53:51,67:47,68:46
20        ,26        ,007_15694.mol2           ,009_14348.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,17:15,18:16,20:18,21:19,22:20,53:7,58:21
20        ,27        ,007_15694.mol2           ,009_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,1:0,2:1,42:2,43:3
20        ,28        ,007_15694.mol2           ,010_17333.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,20:2,21:1,22:12,54:3,55:0,57:13,58:19
20        ,29        ,007_15694.mol2           ,010_17334.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,8:19,17:12,30:13,31:14,32:15,33:16,34:17,35:18,53:42,63:43,64:44,65:45,66:46
20        ,30        ,007_15694.mol2           ,011_15697.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,18:18,20:20,21:17,54:21,55:9,56:30
20        ,31        ,007_15694.mol2           ,011_16393.mol2           ,0.00045        ,0.00045        ,0.00045        ,No        ,0:0,1:1,2:39,3:2,4:3,5:35,6:34,7:6,8:7,9:8,10:9,36:5,37:4,38:38,39:36,40:37,44:41,45:40,46:42,47:63,48:62,67:44,68:43
20        ,32        ,007_15694.mol2           ,011_17334.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,17:12,18:1,19:0,20:2,53:13,54:3
21        ,22        ,007_15696.sdf            ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,0:1
21        ,23        ,007_15696.sdf            ,008_14349.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,17:17,18:15
21        ,24        ,007_15696.sdf            ,008_15697.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,6:9,7:10,9:12,10:13,11:14,12:15,13:16,14:17
21        ,25        ,007_15696.sdf            ,009_10920.mol2           ,0.00050        ,0.00050        ,0.00050        ,No        ,6:8,14:16,15:17,16:18,27:51
21        ,26        ,007_15696.sdf            ,009_14348.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,6:7,7:8,9:10,10:11,11:12,12:13,13:14,14:15
21        ,27        ,007_15696.sdf            ,009_16393.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,6:7,7:8,8:9,14:15,15:16,16:17
21        ,28        ,007_15696.sdf            ,010_17333.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,2:30,3:29,4:28,5:27,6:19,7:20,8:21,14:12,33:33,34:32
21        ,29        ,007_15696.sdf            ,010_17334.mol2           ,0.00016        ,0.00016        ,0.00016        ,No        ,1:52,2:30,3:31,4:32,5:27,6:19,14:12,27:42,33:28,34:29
21        ,30        ,007_15696.sdf            ,011_15697.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,14:17,15:18,16:19,17:20,18:21,19:22,20:23,21:29,22:27,23:26,24:25,26:24
21        ,31        ,007_15696.sdf            ,011_16393.mol2           ,0.00083        ,0.00083        ,0.00083        ,No        ,6:7,7:47,9:13,10:12,11:11,12:10,13:14
21        ,32        ,007_15696.sdf            ,011_17334.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,15:1,16:0,17:2,18:3,19:4
22        ,23        ,008_14330.mol2           ,008_14349.sdf            ,0.00409        ,0.00409        ,0.00409        ,No        ,1:15,2:17,12:14,19:6,20:7,21:8,22:9,23:10,24:11,25:12,26:13,38:18,47:27
22        ,24        ,008_14330.mol2           ,008_15697.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,0:19,1:18,12:17,19:9,20:10,27:8,28:36,29:37,30:5,36:6,37:7,47:30
22        ,25        ,008_14330.mol2           ,009_10920.mol2           ,0.00910        ,0.00910        ,0.00910        ,No        ,2:19,3:20,4:21,5:22,6:23,7:24,8:25,9:26,10:27,11:28,19:8,20:9,21:10,27:7,28:35,29:36,30:4,36:5,37:6,38:52,39:53,40:54,41:56,42:55,43:57,44:58,45:59,46:60,55:65,56:66,66:46,67:47
22        ,26        ,008_14330.mol2           ,009_14348.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,0:17,1:16,12:15,19:7,20:8,47:28
22        ,27        ,008_14330.mol2           ,009_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,1:16,2:18,3:19,40:20
22        ,28        ,008_14330.mol2           ,010_17333.sdf            ,0.00106        ,0.00106        ,0.00106        ,No        ,1:1,2:2,3:3,4:4,10:10,12:12,19:19,41:5,47:13
22        ,29        ,008_14330.mol2           ,010_17334.mol2           ,0.00335        ,0.00335        ,0.00335        ,No        ,2:2,3:3,4:4,5:5,6:11,7:9,8:8,9:7,10:39,11:6,12:12,19:19,20:20,38:33,39:34,40:35,41:37,42:36,43:41,44:10,45:40,46:38,47:42
22        ,30        ,008_14330.mol2           ,011_15697.sdf            ,0.00075        ,0.00075        ,0.00075        ,No        ,0:19,1:18,2:20,3:21,4:22,12:17,19:9,41:23,47:30
22        ,31        ,008_14330.mol2           ,011_16393.mol2           ,0.01832        ,0.01832        ,0.01832        ,Yes       ,0:17,1:16,2:18,3:19,4:20,12:15,13:28,14:29,15:30,16:31,17:32,18:33,19:7,20:8,27:6,28:5,29:4,30:3,36:35,37:34,38:49,39:50,40:51,41:53,42:52,47:48,48:58,49:59,50:60,51:61,55:44,56:43,66:63,67:62
22        ,32        ,008_14330.mol2           ,011_17334.sdf            ,0.00261        ,0.00261        ,0.00261        ,No        ,13:5,14:11,15:9,16:8,17:7,18:6,49:10
23        ,24        ,008_14349.sdf            ,008_15697.sdf            ,0.00274        ,0.00274        ,0.00274        ,No        ,6:9,14:17,15:18,17:20,18:21,19:22,20:23,21:29,22:27,23:26,24:25,26:24
23        ,25        ,008_14349.sdf            ,009_10920.mol2           ,0.00203        ,0.00203        ,0.00203        ,No        ,6:8,7:9,8:10,14:16,15:17,17:19,18:20,19:54,27:51
23        ,26        ,008_14349.sdf            ,009_14348.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,14:15,15:16,17:18,18:19
23        ,27        ,008_14349.sdf            ,009_16393.sdf            ,0.00783        ,0.00783        ,0.00783        ,No        ,0:0,1:1,2:3,3:4,4:5,5:6,6:7,7:8,8:9,14:15,15:16,16:17,17:18,33:34,34:35
23        ,28        ,008_14349.sdf            ,010_17333.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,6:19,7:20,14:12,15:1,16:0
23        ,29        ,008_14349.sdf            ,010_17334.mol2           ,0.00352        ,0.00352        ,0.00352        ,No        ,1:52,2:30,3:29,4:28,5:27,6:19,7:20,14:12,15:1,16:0,27:42,33:32,34:31
23        ,30        ,008_14349.sdf            ,011_15697.sdf            ,0.00224        ,0.00224        ,0.00224        ,No        ,27:30,28:31,29:32,30:33,31:34,32:35
23        ,31        ,008_14349.sdf            ,011_16393.mol2           ,0.00101        ,0.00101        ,0.00101        ,No        ,6:7,7:8,14:15,15:16,17:18,18:19,19:51,27:48
23        ,32        ,008_14349.sdf            ,011_17334.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,2:30,3:31,4:32,5:27,6:19,7:20,8:21,17:2,18:1,19:12,33:28,34:29
24        ,25        ,008_15697.sdf            ,009_10920.mol2           ,0.00352        ,0.00352        ,0.00352        ,No        ,0:3,1:1,3:2,4:41,5:4,6:5,7:6,8:7,9:8,10:9,11:10,36:35,37:36
24        ,26        ,008_15697.sdf            ,009_14348.sdf            ,0.00674        ,0.00674        ,0.00674        ,Yes       ,9:7,10:8,11:9,12:10,13:11,14:12,15:13,16:14,17:15,18:16,19:17,20:18,21:19,22:20
24        ,27        ,008_15697.sdf            ,009_16393.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,9:7,10:8,11:9,12:10,13:11,14:12,15:13,16:14,17:15,18:16,19:17,20:18,21:19,22:20
24        ,28        ,008_15697.sdf            ,010_17333.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,9:19,10:20,11:21,17:12,18:1,19:0,20:2
24        ,29        ,008_15697.sdf            ,010_17334.mol2           ,0.00068        ,0.00068        ,0.00068        ,No        ,9:19,10:20,11:21,17:12,18:42
24        ,30        ,008_15697.sdf            ,011_15697.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,0:0,1:1,2:2,3:3,4:4
24        ,31        ,008_15697.sdf            ,011_16393.mol2           ,0.03508        ,0.03508        ,0.03508        ,Yes       ,0:0,1:1,2:39,3:2,4:42,5:3,6:35,7:34,8:6,9:7,10:8,11:9,17:15,18:16,19:17,30:28,31:29,32:30,33:31,34:32,35:33,36:5,37:4
24        ,32        ,008_15697.sdf            ,011_17334.sdf            ,0.00096        ,0.00096        ,0.00096        ,No        ,18:20,19:21,20:2,21:3,22:4,28:10
25        ,26        ,009_10920.mol2           ,009_14348.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,17:16,18:17,19:18,20:19,21:20,27:26,56:21
25        ,27        ,009_10920.mol2           ,009_16393.sdf            ,0.00106        ,0.00106        ,0.00106        ,No        ,17:8,18:9,19:7,20:15,21:16,52:6,54:28,55:18,56:17
25        ,28        ,009_10920.mol2           ,010_17333.sdf            ,0.00261        ,0.00261        ,0.00261        ,No        ,9:20,10:21,20:3,21:4,22:5,23:6,24:7,25:8,26:9,27:10,28:11,54:2
25        ,29        ,009_10920.mol2           ,010_17334.mol2           ,0.00203        ,0.00203        ,0.00203        ,No        ,8:19,9:20,10:21,11:22,12:23,13:24,14:25,15:26,16:12,48:47,49:48,50:49,51:42
25        ,30        ,009_10920.mol2           ,011_15697.sdf            ,0.00274        ,0.00274        ,0.00274        ,No        ,8:9,9:10,10:11,11:12,12:13,13:14,14:15,15:16,16:17,17:18,51:30
25        ,31        ,009_10920.mol2           ,011_16393.mol2           ,0.00910        ,0.00910        ,0.00910        ,No        ,0:0,1:1,2:39,3:2,4:3,5:35,6:34,7:6,8:7,9:8,10:9,20:20,21:19,27:26,35:5,36:4,37:38,38:37,39:36,43:41,44:40,45:42,46:63,47:62,53:52,54:53,55:50,56:51,65:44,66:43
25        ,32        ,009_10920.mol2           ,011_17334.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,16:12,17:1,19:2,20:3,21:4,51:13,56:5
26        ,27        ,009_14348.sdf            ,009_16393.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:17,18:18,19:19,20:20
26        ,28        ,009_14348.sdf            ,010_17333.sdf            ,0.00075        ,0.00075        ,0.00075        ,No        ,7:19,8:20,9:21,15:12
26        ,29        ,009_14348.sdf            ,010_17334.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,7:42,15:12,16:1,17:0
26        ,30        ,009_14348.sdf            ,011_15697.sdf            ,0.00318        ,0.00318        ,0.00318        ,No        ,0:0,1:1,2:3,3:5,4:37,5:36,6:8,7:9,8:10,9:11,34:7,35:6
26        ,31        ,009_14348.sdf            ,011_16393.mol2           ,0.00166        ,0.00166        ,0.00166        ,No        ,7:7,8:8,9:9,15:15,16:16,17:17,28:48
26        ,32        ,009_14348.sdf            ,011_17334.sdf            ,0.00475        ,0.00475        ,0.00475        ,No        ,7:19,8:20,9:21,18:2,19:3,20:4,21:5,22:6,23:7,24:8,25:9,26:10,27:11
27        ,28        ,009_16393.sdf            ,010_17333.sdf            ,0.01228        ,0.01228        ,0.01228        ,No        ,3:30,4:32,5:33,6:27,7:19,8:20,10:22,11:23,12:24,13:25,14:26,15:12,16:1,34:28,35:29
27        ,29        ,009_16393.sdf            ,010_17334.mol2           ,0.00475        ,0.00475        ,0.00475        ,No        ,1:52,3:30,4:29,5:28,6:27,7:19,15:12,16:1,17:0,28:42,34:32,35:31
27        ,30        ,009_16393.sdf            ,011_15697.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,15:17,16:18,17:19,18:20,19:21
27        ,31        ,009_16393.sdf            ,011_16393.mol2           ,0.00136        ,0.00136        ,0.00136        ,No        ,7:7,8:8,10:10,11:11,12:12,13:13,14:14,15:15,28:48
27        ,32        ,009_16393.sdf            ,011_17334.sdf            ,0.00335        ,0.00335        ,0.00335        ,No        ,7:19,8:20,9:21,15:12,16:1,18:2,19:3,20:4
28        ,29        ,010_17333.sdf            ,010_17334.mol2           ,0.05234        ,0.05234        ,0.05234        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:42,27:27,28:32,29:31,30:30,31:52,32:29,33:28
28        ,30        ,010_17333.sdf            ,011_15697.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,3:1,5:5,6:37,7:36,8:8,9:7,11:6
28        ,31        ,010_17333.sdf            ,011_16393.mol2           ,0.01168        ,0.01168        ,0.01168        ,No        ,0:17,1:16,2:18,3:19,4:20,5:52,10:26,12:15,13:48,19:7,20:8,21:9,22:10,23:11,24:12,25:13,26:14
28        ,32        ,010_17333.sdf            ,011_17334.sdf            ,0.00745        ,0.00745        ,0.00745        ,Yes       ,0:0,1:1,2:2,12:12,19:19,20:20,22:22,23:23,24:24,25:25,26:26
29        ,30        ,010_17334.mol2           ,011_15697.sdf            ,0.00184        ,0.00184        ,0.00184        ,No        ,12:17,19:9,20:10,21:11,22:12,23:13,24:14,25:15,26:16,42:30
29        ,31        ,010_17334.mol2           ,011_16393.mol2           ,0.00499        ,0.00499        ,0.00499        ,No        ,0:17,1:16,2:18,3:19,4:20,5:21,6:27,7:25,8:24,9:23,10:55,11:22,12:15,19:7,33:49,34:51,35:50,36:52,37:53,38:57,39:26,40:56,41:54,42:48
29        ,32        ,010_17334.mol2           ,011_17334.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,12:20,19:19,42:21
30        ,31        ,011_15697.sdf            ,011_16393.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,21:16,22:15,23:48
30        ,32        ,011_15697.sdf            ,011_17334.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,18:1,19:0,20:2,21:3
31        ,32        ,011_16393.mol2           ,011_17334.sdf            ,0.00499        ,0.00499        ,0.00499        ,No        ,8:20,9:21,10:22,11:23,12:24,13:25,14:26,16:1,17:0,18:2,49:3
