Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
0         ,30        ,000_20938.sdf            ,030_20952.sdf            ,0.08987        ,0.08987        ,0.08987        ,No        ,
0         ,31        ,000_20938.sdf            ,031_20969.sdf            ,0.26595        ,0.26595        ,0.26595        ,No        ,
0         ,32        ,000_20938.sdf            ,032_20973.sdf            ,0.21847        ,0.21847        ,0.21847        ,No        ,
1         ,2         ,001_20940.sdf            ,002_20985.sdf            ,0.49496        ,0.49496        ,0.49496        ,Yes       ,
1         ,3         ,001_20940.sdf            ,003_20937.sdf            ,0.77400        ,0.77400        ,0.77400        ,Yes       ,
1         ,4         ,001_20940.sdf            ,004_20979.sdf            ,0.52817        ,0.52817        ,0.52817        ,No        ,
1         ,5         ,001_20940.sdf            ,005_20877.sdf            ,0.60797        ,0.60797        ,0.60797        ,No        ,
1         ,6         ,001_20940.sdf            ,006_20371.sdf            ,0.67387        ,0.67387        ,0.67387        ,No        ,
1         ,7         ,001_20940.sdf            ,007_20982.sdf            ,0.45891        ,0.45891        ,0.45891        ,No        ,
1         ,8         ,001_20940.sdf            ,008_19344.sdf            ,0.58149        ,0.58149        ,0.58149        ,No        ,
1         ,9         ,001_20940.sdf            ,009_20369.sdf            ,0.47773        ,0.47773        ,0.47773        ,No        ,
1         ,10        ,001_20940.sdf            ,010_20481.sdf            ,0.34826        ,0.34826        ,0.34826        ,No        ,
1         ,11        ,001_20940.sdf            ,011_20480.sdf            ,0.22689        ,0.22689        ,0.22689        ,No        ,
1         ,12        ,001_20940.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,13        ,001_20940.sdf            ,013_20482.sdf            ,0.24535        ,0.24535        ,0.24535        ,No        ,
1         ,14        ,001_20940.sdf            ,014_20936.sdf            ,0.92801        ,0.92801        ,0.92801        ,No        ,
1         ,15        ,001_20940.sdf            ,015_20981.sdf            ,0.51439        ,0.51439        ,0.51439        ,No        ,
1         ,16        ,001_20940.sdf            ,016_20696.sdf            ,0.79539        ,0.79539        ,0.79539        ,No        ,
1         ,17        ,001_20940.sdf            ,017_20975.sdf            ,0.42102        ,0.42102        ,0.42102        ,No        ,
1         ,18        ,001_20940.sdf            ,018_20095.sdf            ,0.60797        ,0.60797        ,0.60797        ,No        ,
1         ,19        ,001_20940.sdf            ,019_20939.sdf            ,0.63205        ,0.63205        ,0.63205        ,No        ,
1         ,20        ,001_20940.sdf            ,020_20971.sdf            ,0.26105        ,0.26105        ,0.26105        ,No        ,
1         ,21        ,001_20940.sdf            ,021_20094.sdf            ,0.61814        ,0.61814        ,0.61814        ,No        ,
1         ,22        ,001_20940.sdf            ,022_20935.sdf            ,0.87409        ,0.87409        ,0.87409        ,Yes       ,
1         ,23        ,001_20940.sdf            ,023_20941.sdf            ,0.64058        ,0.64058        ,0.64058        ,Yes       ,
1         ,24        ,001_20940.sdf            ,024_20983.sdf            ,0.55672        ,0.55672        ,0.55672        ,No        ,
1         ,25        ,001_20940.sdf            ,025_20961.sdf            ,0.08542        ,0.08542        ,0.08542        ,No        ,
1         ,26        ,001_20940.sdf            ,026_20988.sdf            ,0.17780        ,0.17780        ,0.17780        ,Yes       ,
1         ,27        ,001_20940.sdf            ,027_20970.sdf            ,0.56315        ,0.56315        ,0.56315        ,No        ,
1         ,28        ,001_20940.sdf            ,028_20987.sdf            ,0.62260        ,0.62260        ,0.62260        ,No        ,
1         ,29        ,001_20940.sdf            ,029_20978.sdf            ,0.58904        ,0.58904        ,0.58904        ,No        ,
1         ,30        ,001_20940.sdf            ,030_20952.sdf            ,0.14789        ,0.14789        ,0.14789        ,No        ,
1         ,31        ,001_20940.sdf            ,031_20969.sdf            ,0.48464        ,0.48464        ,0.48464        ,No        ,
1         ,32        ,001_20940.sdf            ,032_20973.sdf            ,0.49093        ,0.49093        ,0.49093        ,No        ,
2         ,3         ,002_20985.sdf            ,003_20937.sdf            ,0.26762        ,0.26762        ,0.26762        ,No        ,
2         ,4         ,002_20985.sdf            ,004_20979.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,5         ,002_20985.sdf            ,005_20877.sdf            ,0.20258        ,0.20258        ,0.20258        ,No        ,
2         ,6         ,002_20985.sdf            ,006_20371.sdf            ,0.23488        ,0.23488        ,0.23488        ,No        ,
2         ,7         ,002_20985.sdf            ,007_20982.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,8         ,002_20985.sdf            ,008_19344.sdf            ,0.21295        ,0.21295        ,0.21295        ,No        ,
2         ,9         ,002_20985.sdf            ,009_20369.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,10        ,002_20985.sdf            ,010_20481.sdf            ,0.15543        ,0.15543        ,0.15543        ,No        ,
2         ,11        ,002_20985.sdf            ,011_20480.sdf            ,0.13337        ,0.13337        ,0.13337        ,No        ,
2         ,12        ,002_20985.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,13        ,002_20985.sdf            ,013_20482.sdf            ,0.11678        ,0.11678        ,0.11678        ,No        ,
2         ,14        ,002_20985.sdf            ,014_20936.sdf            ,0.29626        ,0.29626        ,0.29626        ,No        ,
2         ,15        ,002_20985.sdf            ,015_20981.sdf            ,0.29037        ,0.29037        ,0.29037        ,No        ,
2         ,16        ,002_20985.sdf            ,016_20696.sdf            ,0.27969        ,0.27969        ,0.27969        ,No        ,
2         ,17        ,002_20985.sdf            ,017_20975.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,18        ,002_20985.sdf            ,018_20095.sdf            ,0.20258        ,0.20258        ,0.20258        ,No        ,
2         ,19        ,002_20985.sdf            ,019_20939.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,20        ,002_20985.sdf            ,020_20971.sdf            ,0.14044        ,0.14044        ,0.14044        ,No        ,
2         ,21        ,002_20985.sdf            ,021_20094.sdf            ,0.20679        ,0.20679        ,0.20679        ,No        ,
2         ,22        ,002_20985.sdf            ,022_20935.sdf            ,0.27203        ,0.27203        ,0.27203        ,No        ,
2         ,23        ,002_20985.sdf            ,023_20941.sdf            ,0.26075        ,0.26075        ,0.26075        ,No        ,
2         ,24        ,002_20985.sdf            ,024_20983.sdf            ,0.33436        ,0.33436        ,0.33436        ,No        ,
2         ,25        ,002_20985.sdf            ,025_20961.sdf            ,0.07218        ,0.07218        ,0.07218        ,No        ,
2         ,26        ,002_20985.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,27        ,002_20985.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,28        ,002_20985.sdf            ,028_20987.sdf            ,0.40914        ,0.40914        ,0.40914        ,Yes       ,
2         ,29        ,002_20985.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,30        ,002_20985.sdf            ,030_20952.sdf            ,0.15694        ,0.15694        ,0.15694        ,No        ,
2         ,31        ,002_20985.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,32        ,002_20985.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
3         ,4         ,003_20937.sdf            ,004_20979.sdf            ,0.50816        ,0.50816        ,0.50816        ,No        ,
3         ,5         ,003_20937.sdf            ,005_20877.sdf            ,0.56345        ,0.56345        ,0.56345        ,No        ,
3         ,6         ,003_20937.sdf            ,006_20371.sdf            ,0.65114        ,0.65114        ,0.65114        ,No        ,
3         ,7         ,003_20937.sdf            ,007_20982.sdf            ,0.45080        ,0.45080        ,0.45080        ,No        ,
3         ,8         ,003_20937.sdf            ,008_19344.sdf            ,0.54703        ,0.54703        ,0.54703        ,No        ,
3         ,9         ,003_20937.sdf            ,009_20369.sdf            ,0.46960        ,0.46960        ,0.46960        ,No        ,
3         ,10        ,003_20937.sdf            ,010_20481.sdf            ,0.32822        ,0.32822        ,0.32822        ,No        ,
3         ,11        ,003_20937.sdf            ,011_20480.sdf            ,0.21126        ,0.21126        ,0.21126        ,No        ,
3         ,12        ,003_20937.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
3         ,13        ,003_20937.sdf            ,013_20482.sdf            ,0.22865        ,0.22865        ,0.22865        ,No        ,
3         ,14        ,003_20937.sdf            ,014_20936.sdf            ,0.74501        ,0.74501        ,0.74501        ,Yes       ,
3         ,15        ,003_20937.sdf            ,015_20981.sdf            ,0.49389        ,0.49389        ,0.49389        ,No        ,
3         ,16        ,003_20937.sdf            ,016_20696.sdf            ,0.73085        ,0.73085        ,0.73085        ,No        ,
3         ,17        ,003_20937.sdf            ,017_20975.sdf            ,0.41960        ,0.41960        ,0.41960        ,No        ,
3         ,18        ,003_20937.sdf            ,018_20095.sdf            ,0.56345        ,0.56345        ,0.56345        ,No        ,
3         ,19        ,003_20937.sdf            ,019_20939.sdf            ,0.59256        ,0.59256        ,0.59256        ,No        ,
3         ,20        ,003_20937.sdf            ,020_20971.sdf            ,0.24326        ,0.24326        ,0.24326        ,No        ,
3         ,21        ,003_20937.sdf            ,021_20094.sdf            ,0.56336        ,0.56336        ,0.56336        ,No        ,
3         ,22        ,003_20937.sdf            ,022_20935.sdf            ,0.69709        ,0.69709        ,0.69709        ,No        ,
3         ,23        ,003_20937.sdf            ,023_20941.sdf            ,0.56240        ,0.56240        ,0.56240        ,No        ,
3         ,24        ,003_20937.sdf            ,024_20983.sdf            ,0.52928        ,0.52928        ,0.52928        ,No        ,
3         ,25        ,003_20937.sdf            ,025_20961.sdf            ,0.08874        ,0.08874        ,0.08874        ,No        ,
3         ,26        ,003_20937.sdf            ,026_20988.sdf            ,0.16535        ,0.16535        ,0.16535        ,No        ,
3         ,27        ,003_20937.sdf            ,027_20970.sdf            ,0.52963        ,0.52963        ,0.52963        ,No        ,
3         ,28        ,003_20937.sdf            ,028_20987.sdf            ,0.58591        ,0.58591        ,0.58591        ,No        ,
3         ,29        ,003_20937.sdf            ,029_20978.sdf            ,0.57027        ,0.57027        ,0.57027        ,No        ,
3         ,30        ,003_20937.sdf            ,030_20952.sdf            ,0.14978        ,0.14978        ,0.14978        ,No        ,
3         ,31        ,003_20937.sdf            ,031_20969.sdf            ,0.47180        ,0.47180        ,0.47180        ,No        ,
3         ,32        ,003_20937.sdf            ,032_20973.sdf            ,0.47759        ,0.47759        ,0.47759        ,No        ,
4         ,5         ,004_20979.sdf            ,005_20877.sdf            ,0.40229        ,0.40229        ,0.40229        ,No        ,
4         ,6         ,004_20979.sdf            ,006_20371.sdf            ,0.40518        ,0.40518        ,0.40518        ,No        ,
4         ,7         ,004_20979.sdf            ,007_20982.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,8         ,004_20979.sdf            ,008_19344.sdf            ,0.41282        ,0.41282        ,0.41282        ,No        ,
4         ,9         ,004_20979.sdf            ,009_20369.sdf            ,0.69709        ,0.69709        ,0.69709        ,No        ,
4         ,10        ,004_20979.sdf            ,010_20481.sdf            ,0.24105        ,0.24105        ,0.24105        ,No        ,
4         ,11        ,004_20979.sdf            ,011_20480.sdf            ,0.18277        ,0.18277        ,0.18277        ,No        ,
4         ,12        ,004_20979.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,13        ,004_20979.sdf            ,013_20482.sdf            ,0.17634        ,0.17634        ,0.17634        ,No        ,
4         ,14        ,004_20979.sdf            ,014_20936.sdf            ,0.49793        ,0.49793        ,0.49793        ,No        ,
4         ,15        ,004_20979.sdf            ,015_20981.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,16        ,004_20979.sdf            ,016_20696.sdf            ,0.49175        ,0.49175        ,0.49175        ,No        ,
4         ,17        ,004_20979.sdf            ,017_20975.sdf            ,0.58539        ,0.58539        ,0.58539        ,No        ,
4         ,18        ,004_20979.sdf            ,018_20095.sdf            ,0.40229        ,0.40229        ,0.40229        ,No        ,
4         ,19        ,004_20979.sdf            ,019_20939.sdf            ,0.74501        ,0.74501        ,0.74501        ,Yes       ,
4         ,20        ,004_20979.sdf            ,020_20971.sdf            ,0.20454        ,0.20454        ,0.20454        ,No        ,
4         ,21        ,004_20979.sdf            ,021_20094.sdf            ,0.40081        ,0.40081        ,0.40081        ,No        ,
4         ,22        ,004_20979.sdf            ,022_20935.sdf            ,0.41079        ,0.41079        ,0.41079        ,No        ,
4         ,23        ,004_20979.sdf            ,023_20941.sdf            ,0.40408        ,0.40408        ,0.40408        ,No        ,
4         ,24        ,004_20979.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,25        ,004_20979.sdf            ,025_20961.sdf            ,0.09938        ,0.09938        ,0.09938        ,No        ,
4         ,26        ,004_20979.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,27        ,004_20979.sdf            ,027_20970.sdf            ,0.74343        ,0.74343        ,0.74343        ,No        ,
4         ,28        ,004_20979.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,29        ,004_20979.sdf            ,029_20978.sdf            ,0.80542        ,0.80542        ,0.80542        ,Yes       ,
4         ,30        ,004_20979.sdf            ,030_20952.sdf            ,0.19462        ,0.19462        ,0.19462        ,No        ,
4         ,31        ,004_20979.sdf            ,031_20969.sdf            ,0.60950        ,0.60950        ,0.60950        ,No        ,
4         ,32        ,004_20979.sdf            ,032_20973.sdf            ,0.56240        ,0.56240        ,0.56240        ,No        ,
5         ,6         ,005_20877.sdf            ,006_20371.sdf            ,0.76635        ,0.76635        ,0.76635        ,No        ,
5         ,7         ,005_20877.sdf            ,007_20982.sdf            ,0.51777        ,0.51777        ,0.51777        ,Yes       ,
5         ,8         ,005_20877.sdf            ,008_19344.sdf            ,0.89955        ,0.89955        ,0.89955        ,Yes       ,
5         ,9         ,005_20877.sdf            ,009_20369.sdf            ,0.60314        ,0.60314        ,0.60314        ,No        ,
5         ,10        ,005_20877.sdf            ,010_20481.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,11        ,005_20877.sdf            ,011_20480.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,12        ,005_20877.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,13        ,005_20877.sdf            ,013_20482.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,14        ,005_20877.sdf            ,014_20936.sdf            ,0.88743        ,0.88743        ,0.88743        ,Yes       ,
5         ,15        ,005_20877.sdf            ,015_20981.sdf            ,0.64248        ,0.64248        ,0.64248        ,No        ,
5         ,16        ,005_20877.sdf            ,016_20696.sdf            ,1.00000        ,1.00000        ,1.00000        ,Yes       ,
5         ,17        ,005_20877.sdf            ,017_20975.sdf            ,0.48888        ,0.48888        ,0.48888        ,No        ,
5         ,18        ,005_20877.sdf            ,018_20095.sdf            ,0.94146        ,0.94146        ,0.94146        ,No        ,
5         ,19        ,005_20877.sdf            ,019_20939.sdf            ,0.77778        ,0.77778        ,0.77778        ,No        ,
5         ,20        ,005_20877.sdf            ,020_20971.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,21        ,005_20877.sdf            ,021_20094.sdf            ,0.94469        ,0.94469        ,0.94469        ,Yes       ,
5         ,22        ,005_20877.sdf            ,022_20935.sdf            ,0.64978        ,0.64978        ,0.64978        ,No        ,
5         ,23        ,005_20877.sdf            ,023_20941.sdf            ,0.63764        ,0.63764        ,0.63764        ,No        ,
5         ,24        ,005_20877.sdf            ,024_20983.sdf            ,0.72587        ,0.72587        ,0.72587        ,No        ,
5         ,25        ,005_20877.sdf            ,025_20961.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,26        ,005_20877.sdf            ,026_20988.sdf            ,0.15627        ,0.15627        ,0.15627        ,No        ,
5         ,27        ,005_20877.sdf            ,027_20970.sdf            ,0.72790        ,0.72790        ,0.72790        ,No        ,
5         ,28        ,005_20877.sdf            ,028_20987.sdf            ,0.76771        ,0.76771        ,0.76771        ,No        ,
5         ,29        ,005_20877.sdf            ,029_20978.sdf            ,0.70573        ,0.70573        ,0.70573        ,No        ,
5         ,30        ,005_20877.sdf            ,030_20952.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,31        ,005_20877.sdf            ,031_20969.sdf            ,0.54797        ,0.54797        ,0.54797        ,No        ,
5         ,32        ,005_20877.sdf            ,032_20973.sdf            ,0.61147        ,0.61147        ,0.61147        ,No        ,
6         ,7         ,006_20371.sdf            ,007_20982.sdf            ,0.53102        ,0.53102        ,0.53102        ,Yes       ,
6         ,8         ,006_20371.sdf            ,008_19344.sdf            ,0.69709        ,0.69709        ,0.69709        ,No        ,
6         ,9         ,006_20371.sdf            ,009_20369.sdf            ,0.56970        ,0.56970        ,0.56970        ,No        ,
6         ,10        ,006_20371.sdf            ,010_20481.sdf            ,0.41977        ,0.41977        ,0.41977        ,Yes       ,
6         ,11        ,006_20371.sdf            ,011_20480.sdf            ,0.29465        ,0.29465        ,0.29465        ,No        ,
6         ,12        ,006_20371.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
6         ,13        ,006_20371.sdf            ,013_20482.sdf            ,0.29353        ,0.29353        ,0.29353        ,No        ,
6         ,14        ,006_20371.sdf            ,014_20936.sdf            ,0.82105        ,0.82105        ,0.82105        ,No        ,
6         ,15        ,006_20371.sdf            ,015_20981.sdf            ,0.58660        ,0.58660        ,0.58660        ,No        ,
6         ,16        ,006_20371.sdf            ,016_20696.sdf            ,0.83408        ,0.83408        ,0.83408        ,No        ,
6         ,17        ,006_20371.sdf            ,017_20975.sdf            ,0.48810        ,0.48810        ,0.48810        ,No        ,
6         ,18        ,006_20371.sdf            ,018_20095.sdf            ,0.72265        ,0.72265        ,0.72265        ,No        ,
6         ,19        ,006_20371.sdf            ,019_20939.sdf            ,0.69331        ,0.69331        ,0.69331        ,No        ,
6         ,20        ,006_20371.sdf            ,020_20971.sdf            ,0.30830        ,0.30830        ,0.30830        ,No        ,
6         ,21        ,006_20371.sdf            ,021_20094.sdf            ,0.72683        ,0.72683        ,0.72683        ,No        ,
6         ,22        ,006_20371.sdf            ,022_20935.sdf            ,0.74664        ,0.74664        ,0.74664        ,Yes       ,
6         ,23        ,006_20371.sdf            ,023_20941.sdf            ,0.65789        ,0.65789        ,0.65789        ,Yes       ,
6         ,24        ,006_20371.sdf            ,024_20983.sdf            ,0.63684        ,0.63684        ,0.63684        ,No        ,
6         ,25        ,006_20371.sdf            ,025_20961.sdf            ,0.07631        ,0.07631        ,0.07631        ,No        ,
6         ,26        ,006_20371.sdf            ,026_20988.sdf            ,0.17057        ,0.17057        ,0.17057        ,No        ,
6         ,27        ,006_20371.sdf            ,027_20970.sdf            ,0.64541        ,0.64541        ,0.64541        ,No        ,
6         ,28        ,006_20371.sdf            ,028_20987.sdf            ,0.68257        ,0.68257        ,0.68257        ,No        ,
6         ,29        ,006_20371.sdf            ,029_20978.sdf            ,0.66874        ,0.66874        ,0.66874        ,No        ,
6         ,30        ,006_20371.sdf            ,030_20952.sdf            ,0.13117        ,0.13117        ,0.13117        ,No        ,
6         ,31        ,006_20371.sdf            ,031_20969.sdf            ,0.55225        ,0.55225        ,0.55225        ,No        ,
6         ,32        ,006_20371.sdf            ,032_20973.sdf            ,0.56057        ,0.56057        ,0.56057        ,No        ,
7         ,8         ,007_20982.sdf            ,008_19344.sdf            ,0.16309        ,0.16309        ,0.16309        ,No        ,
7         ,9         ,007_20982.sdf            ,009_20369.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,10        ,007_20982.sdf            ,010_20481.sdf            ,0.11045        ,0.11045        ,0.11045        ,No        ,
7         ,11        ,007_20982.sdf            ,011_20480.sdf            ,0.09475        ,0.09475        ,0.09475        ,No        ,
7         ,12        ,007_20982.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,13        ,007_20982.sdf            ,013_20482.sdf            ,0.08130        ,0.08130        ,0.08130        ,No        ,
7         ,14        ,007_20982.sdf            ,014_20936.sdf            ,0.24782        ,0.24782        ,0.24782        ,No        ,
7         ,15        ,007_20982.sdf            ,015_20981.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,16        ,007_20982.sdf            ,016_20696.sdf            ,0.21284        ,0.21284        ,0.21284        ,No        ,
7         ,17        ,007_20982.sdf            ,017_20975.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,18        ,007_20982.sdf            ,018_20095.sdf            ,0.15943        ,0.15943        ,0.15943        ,No        ,
7         ,19        ,007_20982.sdf            ,019_20939.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,20        ,007_20982.sdf            ,020_20971.sdf            ,0.09884        ,0.09884        ,0.09884        ,No        ,
7         ,21        ,007_20982.sdf            ,021_20094.sdf            ,0.16021        ,0.16021        ,0.16021        ,No        ,
7         ,22        ,007_20982.sdf            ,022_20935.sdf            ,0.21890        ,0.21890        ,0.21890        ,No        ,
7         ,23        ,007_20982.sdf            ,023_20941.sdf            ,0.21017        ,0.21017        ,0.21017        ,No        ,
7         ,24        ,007_20982.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,25        ,007_20982.sdf            ,025_20961.sdf            ,0.05492        ,0.05492        ,0.05492        ,No        ,
7         ,26        ,007_20982.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,27        ,007_20982.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,28        ,007_20982.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,29        ,007_20982.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,30        ,007_20982.sdf            ,030_20952.sdf            ,0.11204        ,0.11204        ,0.11204        ,No        ,
7         ,31        ,007_20982.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,32        ,007_20982.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,9         ,008_19344.sdf            ,009_20369.sdf            ,0.60292        ,0.60292        ,0.60292        ,No        ,
8         ,10        ,008_19344.sdf            ,010_20481.sdf            ,0.54282        ,0.54282        ,0.54282        ,Yes       ,
8         ,11        ,008_19344.sdf            ,011_20480.sdf            ,0.39339        ,0.39339        ,0.39339        ,No        ,
8         ,12        ,008_19344.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,13        ,008_19344.sdf            ,013_20482.sdf            ,0.38232        ,0.38232        ,0.38232        ,No        ,
8         ,14        ,008_19344.sdf            ,014_20936.sdf            ,0.84015        ,0.84015        ,0.84015        ,No        ,
8         ,15        ,008_19344.sdf            ,015_20981.sdf            ,0.64697        ,0.64697        ,0.64697        ,No        ,
8         ,16        ,008_19344.sdf            ,016_20696.sdf            ,0.95326        ,0.95326        ,0.95326        ,Yes       ,
8         ,17        ,008_19344.sdf            ,017_20975.sdf            ,0.46862        ,0.46862        ,0.46862        ,No        ,
8         ,18        ,008_19344.sdf            ,018_20095.sdf            ,0.92350        ,0.92350        ,0.92350        ,No        ,
8         ,19        ,008_19344.sdf            ,019_20939.sdf            ,0.77863        ,0.77863        ,0.77863        ,Yes       ,
8         ,20        ,008_19344.sdf            ,020_20971.sdf            ,0.40257        ,0.40257        ,0.40257        ,No        ,
8         ,21        ,008_19344.sdf            ,021_20094.sdf            ,0.92851        ,0.92851        ,0.92851        ,No        ,
8         ,22        ,008_19344.sdf            ,022_20935.sdf            ,0.64191        ,0.64191        ,0.64191        ,No        ,
8         ,23        ,008_19344.sdf            ,023_20941.sdf            ,0.62759        ,0.62759        ,0.62759        ,No        ,
8         ,24        ,008_19344.sdf            ,024_20983.sdf            ,0.72285        ,0.72285        ,0.72285        ,No        ,
8         ,25        ,008_19344.sdf            ,025_20961.sdf            ,0.07166        ,0.07166        ,0.07166        ,No        ,
8         ,26        ,008_19344.sdf            ,026_20988.sdf            ,0.15514        ,0.15514        ,0.15514        ,No        ,
8         ,27        ,008_19344.sdf            ,027_20970.sdf            ,0.72347        ,0.72347        ,0.72347        ,No        ,
