Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
24        ,28        ,024_20983.sdf            ,028_20987.sdf            ,0.92801        ,0.92801        ,0.92801        ,Yes       ,
24        ,29        ,024_20983.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
24        ,30        ,024_20983.sdf            ,030_20952.sdf            ,0.22257        ,0.22257        ,0.22257        ,Yes       ,
24        ,31        ,024_20983.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
24        ,32        ,024_20983.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
25        ,26        ,025_20961.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
25        ,27        ,025_20961.sdf            ,027_20970.sdf            ,0.06743        ,0.06743        ,0.06743        ,No        ,
25        ,28        ,025_20961.sdf            ,028_20987.sdf            ,0.08452        ,0.08452        ,0.08452        ,No        ,
25        ,29        ,025_20961.sdf            ,029_20978.sdf            ,0.07475        ,0.07475        ,0.07475        ,No        ,
25        ,30        ,025_20961.sdf            ,030_20952.sdf            ,0.08718        ,0.08718        ,0.08718        ,No        ,
25        ,31        ,025_20961.sdf            ,031_20969.sdf            ,0.05954        ,0.05954        ,0.05954        ,No        ,
25        ,32        ,025_20961.sdf            ,032_20973.sdf            ,0.05152        ,0.05152        ,0.05152        ,No        ,
26        ,27        ,026_20988.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
26        ,28        ,026_20988.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
26        ,29        ,026_20988.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
26        ,30        ,026_20988.sdf            ,030_20952.sdf            ,0.03238        ,0.03238        ,0.03238        ,No        ,
26        ,31        ,026_20988.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
26        ,32        ,026_20988.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
27        ,28        ,027_20970.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
27        ,29        ,027_20970.sdf            ,029_20978.sdf            ,0.91091        ,0.91091        ,0.91091        ,No        ,
27        ,30        ,027_20970.sdf            ,030_20952.sdf            ,0.20660        ,0.20660        ,0.20660        ,No        ,
27        ,31        ,027_20970.sdf            ,031_20969.sdf            ,0.65000        ,0.65000        ,0.65000        ,Yes       ,
27        ,32        ,027_20970.sdf            ,032_20973.sdf            ,0.64058        ,0.64058        ,0.64058        ,Yes       ,
28        ,29        ,028_20987.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
28        ,30        ,028_20987.sdf            ,030_20952.sdf            ,0.23018        ,0.23018        ,0.23018        ,Yes       ,
28        ,31        ,028_20987.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
28        ,32        ,028_20987.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
29        ,30        ,029_20978.sdf            ,030_20952.sdf            ,0.20571        ,0.20571        ,0.20571        ,No        ,
29        ,31        ,029_20978.sdf            ,031_20969.sdf            ,0.80283        ,0.80283        ,0.80283        ,Yes       ,
29        ,32        ,029_20978.sdf            ,032_20973.sdf            ,0.44786        ,0.44786        ,0.44786        ,No        ,
30        ,31        ,030_20952.sdf            ,031_20969.sdf            ,0.07787        ,0.07787        ,0.07787        ,No        ,
30        ,32        ,030_20952.sdf            ,032_20973.sdf            ,0.06375        ,0.06375        ,0.06375        ,No        ,
31        ,32        ,031_20969.sdf            ,032_20973.sdf            ,0.27373        ,0.27373        ,0.27373        ,No        ,
